condition,model,e,e_mse,e_in,b,g,d,r_A,div,g_lin,sure,dis,g2,g3,q,frac_improved
pixel_mask(drop=0.75),radial,0.214436,0.132607,0.218958,0.071882,2.36675e-17,0.0357375,0.00792314,,,,,6.17482e-18,3.80184e-18,,0.6654
pixel_mask(drop=0.75),pca64,0.230963,0.124377,0.218958,0.071882,6.42464e-16,0.111563,0.0532688,,,,,4.71107e-16,4.689e-16,,0.004
pixel_mask(drop=0.75),dae_lam0.1w5_seed0,0.234334,0.139486,0.218958,0.071882,0.0108304,0.0957138,0.0576919,,,,0.00923315,0.00725748,0.00588387,0.675889,0.0003
pixel_mask(drop=0.75),dae_lam0.1w5_seed1,0.232881,0.137756,0.218958,0.071882,0.011329,0.0976896,0.0577681,,,,0.00923315,0.0081092,0.00666483,0.710331,0.0217
pixel_mask(drop=0.75),dae_lam0_seed0,0.236175,0.141397,0.218958,0.071882,0.0121601,0.0949225,0.0582549,,,,0.00951749,0.00885122,0.00719113,0.717402,0
pixel_mask(drop=0.75),dae_lam0_seed1,0.233806,0.138723,0.218958,0.071882,0.0137362,0.0971761,0.0580397,,,,0.00951749,0.00994399,0.00804273,0.715667,0.009
pixel_mask(drop=0.75),dae_lam0_seed2,0.232012,0.135812,0.218958,0.071882,0.0146847,0.0987227,0.0576443,,,,0.00951749,0.0109567,0.00877098,0.718368,0.0016
pixel_mask(drop=0.75),dae_lam1_seed0,0.209544,0.103143,0.218958,0.071882,1.53803e-06,0.227168,0.0539926,,,,,6.14823e-09,5.84887e-09,0.00422543,0.5813
pixel_mask(drop=0.75),dae_lam1w5_inner_seed0,0.239039,0.144228,0.218958,0.071882,0.0120285,0.0971812,0.0602981,,,,0.0122898,0.00717009,0.00532702,0.597121,0.0001
pixel_mask(drop=0.75),dae_lam1w5_inner_seed1,0.23871,0.14318,0.218958,0.071882,0.0129253,0.0976255,0.0602374,,,,0.0122898,0.0071142,0.00480277,0.510708,0.0017
pixel_mask(drop=0.75),dae_lam1w5_inner_seed2,0.23495,0.139079,0.218958,0.071882,0.012275,0.0989392,0.0591412,,,,0.0122898,0.00692616,0.00494691,0.498221,0.0149
pixel_mask(drop=0.75),dae_lam1w5_seed0,0.233802,0.138454,0.218958,0.071882,0.00713743,0.0984968,0.0583175,,,,0.00913454,0.00436155,0.00353372,0.620982,0.0008
pixel_mask(drop=0.75),dae_lam1w5_seed1,0.233252,0.137308,0.218958,0.071882,0.0067471,0.100486,0.0586385,,,,0.00913454,0.00442186,0.00359723,0.660515,0.0025
pixel_mask(drop=0.75),dae_lam1w5_seed2,0.230015,0.132714,0.218958,0.071882,0.00663342,0.104,0.0578904,,,,0.00913454,0.00412513,0.0033326,0.627443,0.004
box_mask(size=8),radial,0.0660153,0.0245391,0.0466394,0.254874,2.35042e-17,0.0321611,0.0279567,,,,,5.31374e-18,2.8528e-18,,0.0496
box_mask(size=8),pca64,0.095829,0.0280231,0.0466394,0.254874,5.50879e-16,0.0800085,0.0710103,,,,,5.17248e-16,5.15956e-16,,0
box_mask(size=8),dae_lam0.1w5_seed0,0.0727964,0.0285244,0.0466394,0.254874,0.0153756,0.0600604,0.0543906,,,,0.0151759,0.0112932,0.00942178,0.732884,0.0135
box_mask(size=8),dae_lam0.1w5_seed1,0.0732426,0.027541,0.0466394,0.254874,0.015152,0.0632388,0.0561642,,,,0.0151759,0.0110867,0.00924896,0.734297,0.0146
box_mask(size=8),dae_lam0_seed0,0.0719782,0.0279284,0.0466394,0.254874,0.0162296,0.060041,0.0539839,,,,0.0151754,0.0122954,0.0104153,0.75801,0.014
box_mask(size=8),dae_lam0_seed1,0.0732901,0.0283081,0.0466394,0.254874,0.0163056,0.0618333,0.0555108,,,,0.0151754,0.0122718,0.0104053,0.754606,0.0119
box_mask(size=8),dae_lam0_seed2,0.0758012,0.0294171,0.0466394,0.254874,0.0178822,0.0654731,0.0585444,,,,0.0151754,0.0137773,0.0117969,0.772318,0.0083
box_mask(size=8),dae_lam1_seed0,0.209543,0.103143,0.0466394,0.254874,1.10192e-06,0.223323,0.194049,,,,,6.10795e-09,5.84593e-09,0.00586519,0
box_mask(size=8),dae_lam1w5_inner_seed0,0.0764392,0.0294198,0.0466394,0.254874,0.0197571,0.0722166,0.0620654,,,,0.0194758,0.0115246,0.00840843,0.605623,0.0381
box_mask(size=8),dae_lam1w5_inner_seed1,0.0750895,0.0269043,0.0466394,0.254874,0.0186319,0.0765685,0.0634188,,,,0.0194758,0.0103677,0.00770813,0.583091,0.0564
box_mask(size=8),dae_lam1w5_inner_seed2,0.0788237,0.030511,0.0466394,0.254874,0.019848,0.0764671,0.0652619,,,,0.0194758,0.0120668,0.00916313,0.623553,0.0368
box_mask(size=8),dae_lam1w5_seed0,0.0785557,0.0296541,0.0466394,0.254874,0.0127588,0.0701394,0.0621544,,,,0.0158663,0.0081239,0.00654678,0.639735,0.0071
box_mask(size=8),dae_lam1w5_seed1,0.0788994,0.0283904,0.0466394,0.254874,0.0116791,0.0744439,0.0643785,,,,0.0158663,0.00754,0.00609606,0.645157,0.006
box_mask(size=8),dae_lam1w5_seed2,0.0809117,0.0299998,0.0466394,0.254874,0.013243,0.0774969,0.0668032,,,,0.0158663,0.0077946,0.00605036,0.612565,0.0053
box_mask(size=14),radial,0.126806,0.0657116,0.117426,0.181392,2.41083e-17,0.0380762,0.0238094,,,,,5.73025e-18,3.2487e-18,,0.2241
box_mask(size=14),pca64,0.159279,0.077419,0.117426,0.181392,6.23833e-16,0.0791121,0.0603027,,,,,5.57566e-16,5.56059e-16,,0
box_mask(size=14),dae_lam0.1w5_seed0,0.139939,0.0794786,0.117426,0.181392,0.0173124,0.0573912,0.049277,,,,0.0190599,0.0129877,0.0110119,0.750669,0.0236
box_mask(size=14),dae_lam0.1w5_seed1,0.139971,0.077863,0.117426,0.181392,0.0175837,0.0620982,0.0515942,,,,0.0190599,0.0132658,0.0113162,0.756776,0.023
box_mask(size=14),dae_lam0_seed0,0.139977,0.0795894,0.117426,0.181392,0.0188559,0.057862,0.0495597,,,,0.0194141,0.0147256,0.0127544,0.779136,0.0228
box_mask(size=14),dae_lam0_seed1,0.14149,0.0801077,0.117426,0.181392,0.0190179,0.060173,0.0514165,,,,0.0194141,0.0148257,0.0128605,0.780402,0.0171
box_mask(size=14),dae_lam0_seed2,0.146621,0.0817929,0.117426,0.181392,0.0210797,0.066739,0.0571916,,,,0.0194141,0.0165473,0.0143073,0.784468,0.0069
box_mask(size=14),dae_lam1_seed0,0.209543,0.103143,0.117426,0.181392,1.18306e-06,0.252235,0.149044,,,,,6.11988e-09,5.83322e-09,0.00536968,0.0264
box_mask(size=14),dae_lam1w5_inner_seed0,0.147989,0.084078,0.117426,0.181392,0.0239706,0.0692029,0.0591056,,,,0.0229403,0.0167821,0.0131422,0.69855,0.0192
box_mask(size=14),dae_lam1w5_inner_seed1,0.145892,0.0794213,0.117426,0.181392,0.0243887,0.0763391,0.0614842,,,,0.0229403,0.016334,0.0124496,0.675647,0.0178
box_mask(size=14),dae_lam1w5_inner_seed2,0.152479,0.0858355,0.117426,0.181392,0.0253072,0.0782533,0.0657388,,,,0.0229403,0.0173678,0.0136972,0.690052,0.0035
box_mask(size=14),dae_lam1w5_seed0,0.143896,0.0790111,0.117426,0.181392,0.0152177,0.0684611,0.0565978,,,,0.0191871,0.0102908,0.00853932,0.678063,0.0132
box_mask(size=14),dae_lam1w5_seed1,0.143734,0.0769482,0.117426,0.181392,0.0144771,0.0745613,0.0594225,,,,0.0191871,0.00982085,0.00809327,0.679706,0.0139
box_mask(size=14),dae_lam1w5_seed2,0.148326,0.0795115,0.117426,0.181392,0.0165664,0.0795317,0.0640223,,,,0.0191871,0.0107901,0.00874101,0.657952,0.0072
noise(sigma=0.1),dae_lam0.1w5_seed2,0.0446131,0.00936741,0.0797818,0.286808,0.00945165,0.101754,0.101754,0.021949,0.0112006,0.00936706,0.00916723,0.00680202,0.00575149,0.715145,0.9364
noise(sigma=0.2),dae_lam0.1w5_seed2,0.0479018,0.0104682,0.159617,0.286879,0.0107461,0.173637,0.173637,0.02202,0.0139989,0.0104696,0.0104,0.0072404,0.00597543,0.664107,0.9985
noise(sigma=0.3),dae_lam0.1w5_seed2,0.0530844,0.0124644,0.239265,0.286879,0.0127417,0.249256,0.249256,0.0222254,0.0204533,0.0124217,0.0126862,0.00794408,0.00638302,0.613969,1
noise(sigma=0.5),dae_lam0.1w5_seed2,0.0706819,0.0205146,0.398989,0.286902,0.0190634,0.405737,0.405737,0.0230567,0.0725619,0.020603,0.0239164,0.0103039,0.00776436,0.535097,1
blur(std=0.5),dae_lam0.1w5_seed2,0.045021,0.00924364,0.0317409,0.28612,0.00893259,0.0460492,0.0424225,,,,0.00842537,0.00663205,0.00566702,0.739467,0.2274
blur(std=1),dae_lam0.1w5_seed2,0.0579314,0.0126639,0.0704066,0.283754,0.0106013,0.0523518,0.0340466,,,,0.00864236,0.0072547,0.00599186,0.681638,0.8942
blur(std=1.5),dae_lam0.1w5_seed2,0.0769113,0.0194347,0.0931584,0.280573,0.0134293,0.056778,0.0359967,,,,0.0097746,0.00848885,0.00664934,0.638792,0.9778
blur(std=2),dae_lam0.1w5_seed2,0.0959271,0.0270435,0.111769,0.276826,0.0161331,0.0586822,0.0402909,,,,0.0110837,0.00991315,0.00748666,0.624753,0.9891
pixel_mask(drop=0.25),dae_lam0.1w5_seed2,0.0916102,0.0244988,0.0837831,0.215032,0.0108211,0.122454,0.0724261,,,,0.0105294,0.00725707,0.00604126,0.671724,0.3379
pixel_mask(drop=0.5),dae_lam0.1w5_seed2,0.160698,0.0676698,0.151322,0.143511,0.0118114,0.143751,0.0808185,,,,0.0109445,0.00805188,0.00677255,0.693176,0.0803
pixel_mask(drop=0.75),dae_lam0.1w5_seed2,0.231087,0.134926,0.218958,0.071882,0.0116256,0.0992045,0.0573568,,,,0.00923315,0.00830045,0.0067394,0.707639,0.0004
box_mask(size=8),dae_lam0.1w5_seed2,0.0751347,0.0288952,0.0466394,0.254874,0.0163287,0.0652004,0.0580459,,,,0.0151759,0.0118778,0.00984802,0.731456,0.0096
box_mask(size=14),dae_lam0.1w5_seed2,0.14501,0.0806186,0.117426,0.181392,0.0195053,0.0660572,0.0560127,,,,0.0190599,0.0146873,0.0125218,0.756961,0.0078
noise(sigma=0.1),dae_lam1w5_outer_seed0,0.0443457,0.00887711,0.0797818,0.286808,0.00747292,0.100705,0.100705,0.0297752,0.00896164,0.00887656,0.0114967,0.00523236,0.00447753,0.697207,0.9428
noise(sigma=0.1),dae_lam1w5_outer_seed1,0.0473389,0.0100576,0.0797818,0.286808,0.00711798,0.103371,0.103371,0.025192,0.00861636,0.0100568,0.0114967,0.00501403,0.00431257,0.702216,0.9282
noise(sigma=0.1),dae_lam1w5_outer_seed2,0.0486436,0.0104791,0.0797818,0.286808,0.00699148,0.104334,0.104334,0.0233026,0.00843582,0.0104755,0.0114967,0.00494781,0.00430828,0.705184,0.92
noise(sigma=0.2),dae_lam1w5_outer_seed0,0.0491862,0.0104827,0.159617,0.286879,0.00924911,0.172793,0.172793,0.0296961,0.0127147,0.0104766,0.0133785,0.00589201,0.0048485,0.629307,0.9987
noise(sigma=0.2),dae_lam1w5_outer_seed1,0.0517579,0.0116366,0.159617,0.286879,0.00863333,0.175111,0.175111,0.0251193,0.0130919,0.0116387,0.0133785,0.00560033,0.0046662,0.642505,0.9983
noise(sigma=0.2),dae_lam1w5_outer_seed2,0.0526239,0.011868,0.159617,0.286879,0.00841308,0.175706,0.175706,0.0232906,0.0112958,0.0118746,0.0133785,0.00547542,0.00462242,0.64397,0.9979
noise(sigma=0.3),dae_lam1w5_outer_seed0,0.0560563,0.0131889,0.239265,0.286879,0.0116338,0.248565,0.248565,0.0296431,0.0203623,0.0131619,0.0165649,0.00682177,0.0053967,0.57986,1
noise(sigma=0.3),dae_lam1w5_outer_seed1,0.0584972,0.014356,0.239265,0.286879,0.0108534,0.250908,0.250908,0.0249272,0.0327062,0.0143362,0.0165649,0.00648608,0.00520863,0.592424,1
noise(sigma=0.3),dae_lam1w5_outer_seed2,0.0584015,0.014212,0.239265,0.286879,0.0103566,0.251102,0.251102,0.0232922,0.0169071,0.0141942,0.0165649,0.00624894,0.00511073,0.597884,1
noise(sigma=0.5),dae_lam1w5_outer_seed0,0.0757388,0.0228887,0.398989,0.286902,0.0183661,0.405146,0.405146,0.0291822,0.0531567,0.0229474,0.04984,0.00961598,0.00713536,0.519132,1
noise(sigma=0.5),dae_lam1w5_outer_seed1,0.123233,0.0467785,0.398989,0.286902,0.0336006,0.425219,0.425219,0.0195018,0.74288,0.0467449,0.04984,0.0146067,0.0105608,0.450666,0.999
noise(sigma=0.5),dae_lam1w5_outer_seed2,0.0748448,0.0223095,0.398989,0.286902,0.0157948,0.407082,0.407082,0.0230035,0.0470701,0.0223642,0.04984,0.00848032,0.00655959,0.535817,1
blur(std=0.5),dae_lam1w5_outer_seed0,0.044225,0.00860043,0.0317409,0.28612,0.00658248,0.0434622,0.0410513,,,,0.0103337,0.00491311,0.00430674,0.748613,0.2302
blur(std=0.5),dae_lam1w5_outer_seed1,0.0471529,0.00975119,0.0317409,0.28612,0.0063828,0.045994,0.0435653,,,,0.0103337,0.00474787,0.00416588,0.746893,0.1825
blur(std=0.5),dae_lam1w5_outer_seed2,0.0486696,0.0102704,0.0317409,0.28612,0.0063428,0.0468913,0.0448208,,,,0.0103337,0.00471422,0.00416923,0.745405,0.1565
blur(std=1),dae_lam1w5_outer_seed0,0.0588239,0.0123754,0.0704066,0.283754,0.00822432,0.0465699,0.0327891,,,,0.0105133,0.00552293,0.00464357,0.673992,0.902
blur(std=1),dae_lam1w5_outer_seed1,0.0585567,0.0127058,0.0704066,0.283754,0.00788467,0.0489858,0.032973,,,,0.0105133,0.00530952,0.00448734,0.67645,0.8713
blur(std=1),dae_lam1w5_outer_seed2,0.0608829,0.0135874,0.0704066,0.283754,0.00783389,0.0492932,0.0345133,,,,0.0105133,0.00531363,0.00449157,0.680372,0.8438
blur(std=1.5),dae_lam1w5_outer_seed0,0.0798216,0.0197824,0.0931584,0.280573,0.0105565,0.0479678,0.0351027,,,,0.0118952,0.00668739,0.00537909,0.640312,0.9841
blur(std=1.5),dae_lam1w5_outer_seed1,0.0769874,0.0190761,0.0931584,0.280573,0.0105189,0.0522655,0.0339254,,,,0.0118952,0.00647367,0.00520846,0.628585,0.9786
blur(std=1.5),dae_lam1w5_outer_seed2,0.0787687,0.0200403,0.0931584,0.280573,0.0102228,0.0532786,0.035339,,,,0.0118952,0.00644801,0.00516029,0.637165,0.9708
blur(std=2),dae_lam1w5_outer_seed0,0.0998923,0.0275271,0.111769,0.276826,0.0120563,0.0468566,0.0391113,,,,0.0135452,0.00776718,0.00619213,0.647858,0.9928
blur(std=2),dae_lam1w5_outer_seed1,0.0965213,0.026745,0.111769,0.276826,0.0129781,0.0525193,0.0373168,,,,0.0135452,0.00787394,0.00615285,0.619752,0.9917
blur(std=2),dae_lam1w5_outer_seed2,0.0966657,0.0272485,0.111769,0.276826,0.0122823,0.0556009,0.0385701,,,,0.0135452,0.00757813,0.0058774,0.624966,0.9888
pixel_mask(drop=0.25),dae_lam1w5_outer_seed0,0.0920791,0.0248981,0.0837831,0.215032,0.00867884,0.121284,0.0719643,,,,0.013185,0.00574431,0.00480387,0.666435,0.2797
pixel_mask(drop=0.25),dae_lam1w5_outer_seed1,0.0954008,0.0263306,0.0837831,0.215032,0.00792776,0.124426,0.0749852,,,,0.013185,0.00535681,0.00458743,0.679668,0.1636
pixel_mask(drop=0.25),dae_lam1w5_outer_seed2,0.0933708,0.0253523,0.0837831,0.215032,0.00786331,0.124269,0.0736139,,,,0.013185,0.00526967,0.0045244,0.674537,0.2703
pixel_mask(drop=0.5),dae_lam1w5_outer_seed0,0.1608,0.068584,0.151322,0.143511,0.00934733,0.141459,0.0796729,,,,0.013367,0.00608332,0.00505612,0.662163,0.074
pixel_mask(drop=0.5),dae_lam1w5_outer_seed1,0.163424,0.0701534,0.151322,0.143511,0.00837659,0.143858,0.0819685,,,,0.013367,0.00563945,0.00481666,0.684263,0.0446
pixel_mask(drop=0.5),dae_lam1w5_outer_seed2,0.159034,0.0662639,0.151322,0.143511,0.00842168,0.145151,0.0799453,,,,0.013367,0.00565424,0.00484813,0.682862,0.1135
pixel_mask(drop=0.75),dae_lam1w5_outer_seed0,0.231713,0.136988,0.218958,0.071882,0.00884024,0.0963617,0.0564634,,,,0.0109903,0.00625841,0.00525837,0.715117,0.0013
pixel_mask(drop=0.75),dae_lam1w5_outer_seed1,0.231467,0.13613,0.218958,0.071882,0.008315,0.0987947,0.0573437,,,,0.0109903,0.00606394,0.00512152,0.732608,0.0066
pixel_mask(drop=0.75),dae_lam1w5_outer_seed2,0.227737,0.131062,0.218958,0.071882,0.0082457,0.101979,0.0564576,,,,0.0109903,0.00587694,0.00491322,0.716663,0.0046
box_mask(size=8),dae_lam1w5_outer_seed0,0.0744877,0.0289188,0.0466394,0.254874,0.0122467,0.0604957,0.0553777,,,,0.0176448,0.00908831,0.0077983,0.74297,0.0078
box_mask(size=8),dae_lam1w5_outer_seed1,0.0765468,0.0286752,0.0466394,0.254874,0.0114964,0.0657218,0.0589572,,,,0.0176448,0.00849942,0.00731529,0.739453,0.0039
box_mask(size=8),dae_lam1w5_outer_seed2,0.0794442,0.0298273,0.0466394,0.254874,0.0133371,0.0697151,0.0623017,,,,0.0176448,0.00953456,0.00817757,0.722016,0.0027
box_mask(size=14),dae_lam1w5_outer_seed0,0.140481,0.0790537,0.117426,0.181392,0.0143555,0.0572451,0.0494086,,,,0.0209108,0.0106976,0.00917753,0.747521,0.0159
box_mask(size=14),dae_lam1w5_outer_seed1,0.141643,0.0777513,0.117426,0.181392,0.0141382,0.0642037,0.0533852,,,,0.0209108,0.0105638,0.00909924,0.746225,0.0112
box_mask(size=14),dae_lam1w5_outer_seed2,0.147182,0.0803967,0.117426,0.181392,0.0167405,0.0699603,0.0588991,,,,0.0209108,0.0123059,0.0105294,0.737321,0.0097
