scope,group,model,target,signal,constant,spearman,spearman_lo,spearman_hi,auroc,auroc_lo,auroc_hi,partial,partial_lo,partial_hi,n
condition,pixel_mask(drop=0.25),radial,e,d,False,0.6181,0.6036,0.6326,0.8578,0.8482,0.8670,0.6741,0.6634,0.6851,10000
condition,pixel_mask(drop=0.25),radial,e,r_A,False,0.6043,0.5895,0.6196,0.8570,0.8477,0.8666,0.6171,0.6059,0.6284,10000
condition,pixel_mask(drop=0.25),pca64,e,b,False,0.8804,0.8754,0.8855,0.9358,0.9305,0.9408,,,,10000
condition,pixel_mask(drop=0.25),pca64,e,g,True,,,,0.5000,0.5000,0.5000,,,,10000
condition,pixel_mask(drop=0.25),pca64,e,d,False,0.9817,0.9808,0.9824,0.9903,0.9889,0.9916,0.9720,0.9705,0.9731,10000
condition,pixel_mask(drop=0.25),pca64,e,r_A,False,0.9929,0.9926,0.9932,0.9958,0.9951,0.9965,0.9695,0.9679,0.9709,10000
condition,pixel_mask(drop=0.25),dae_lam0_seed0,e,b,False,0.8798,0.8746,0.8846,0.9356,0.9305,0.9404,,,,10000
condition,pixel_mask(drop=0.25),dae_lam0_seed0,e,g,False,0.7263,0.7167,0.7359,0.8715,0.8642,0.8790,0.5716,0.5574,0.5872,10000
condition,pixel_mask(drop=0.25),dae_lam0_seed0,e,d,False,0.9712,0.9699,0.9724,0.9851,0.9833,0.9868,0.9506,0.9480,0.9528,10000
condition,pixel_mask(drop=0.25),dae_lam0_seed0,e,r_A,False,0.9940,0.9938,0.9942,0.9967,0.9961,0.9972,0.9733,0.9720,0.9744,10000
condition,pixel_mask(drop=0.25),dae_lam0_seed1,e,b,False,0.8699,0.8641,0.8750,0.9347,0.9295,0.9398,,,,10000
condition,pixel_mask(drop=0.25),dae_lam0_seed1,e,g,False,0.6962,0.6859,0.7064,0.8677,0.8609,0.8750,0.5947,0.5818,0.6095,10000
condition,pixel_mask(drop=0.25),dae_lam0_seed1,e,d,False,0.9678,0.9664,0.9691,0.9851,0.9834,0.9868,0.9493,0.9466,0.9516,10000
condition,pixel_mask(drop=0.25),dae_lam0_seed1,e,r_A,False,0.9938,0.9935,0.9940,0.9970,0.9964,0.9976,0.9743,0.9731,0.9755,10000
condition,pixel_mask(drop=0.25),dae_lam0_seed2,e,b,False,0.8519,0.8456,0.8576,0.9243,0.9183,0.9298,,,,10000
condition,pixel_mask(drop=0.25),dae_lam0_seed2,e,g,False,0.4797,0.4665,0.4946,0.7542,0.7446,0.7648,0.5956,0.5834,0.6092,10000
condition,pixel_mask(drop=0.25),dae_lam0_seed2,e,d,False,0.9605,0.9587,0.9621,0.9809,0.9788,0.9829,0.9442,0.9412,0.9467,10000
condition,pixel_mask(drop=0.25),dae_lam0_seed2,e,r_A,False,0.9930,0.9927,0.9933,0.9962,0.9955,0.9969,0.9744,0.9732,0.9755,10000
condition,pixel_mask(drop=0.25),dae_lam1_seed0,e,b,False,0.5041,0.4876,0.5212,0.8712,0.8618,0.8808,,,,10000
condition,pixel_mask(drop=0.25),dae_lam1_seed0,e,g,False,0.3798,0.3614,0.3957,0.6847,0.6731,0.6952,0.3765,0.3591,0.3929,10000
condition,pixel_mask(drop=0.25),dae_lam1_seed0,e,d,False,0.9904,0.9898,0.9909,0.9975,0.9971,0.9980,0.9872,0.9865,0.9878,10000
condition,pixel_mask(drop=0.25),dae_lam1_seed0,e,r_A,False,0.9888,0.9882,0.9894,0.9976,0.9971,0.9980,0.9851,0.9843,0.9858,10000
condition,pixel_mask(drop=0.25),dae_lam1w5_seed0,e,b,False,0.8717,0.8661,0.8768,0.9319,0.9265,0.9369,,,,10000
condition,pixel_mask(drop=0.25),dae_lam1w5_seed0,e,g,False,0.6121,0.6007,0.6243,0.7971,0.7884,0.8060,0.5078,0.4924,0.5236,10000
condition,pixel_mask(drop=0.25),dae_lam1w5_seed0,e,d,False,0.9702,0.9689,0.9715,0.9847,0.9828,0.9863,0.9561,0.9538,0.9581,10000
condition,pixel_mask(drop=0.25),dae_lam1w5_seed0,e,r_A,False,0.9940,0.9938,0.9943,0.9969,0.9963,0.9974,0.9749,0.9736,0.9760,10000
condition,pixel_mask(drop=0.25),dae_lam1w5_seed1,e,b,False,0.8735,0.8682,0.8785,0.9343,0.9295,0.9395,,,,10000
condition,pixel_mask(drop=0.25),dae_lam1w5_seed1,e,g,False,0.6606,0.6502,0.6716,0.8167,0.8086,0.8254,0.5343,0.5190,0.5504,10000
condition,pixel_mask(drop=0.25),dae_lam1w5_seed1,e,d,False,0.9723,0.9711,0.9734,0.9866,0.9849,0.9881,0.9603,0.9582,0.9623,10000
condition,pixel_mask(drop=0.25),dae_lam1w5_seed1,e,r_A,False,0.9941,0.9939,0.9943,0.9968,0.9962,0.9974,0.9750,0.9738,0.9760,10000
condition,pixel_mask(drop=0.25),dae_lam1w5_seed2,e,b,False,0.8526,0.8464,0.8582,0.9228,0.9170,0.9286,,,,10000
condition,pixel_mask(drop=0.25),dae_lam1w5_seed2,e,g,False,0.5589,0.5456,0.5729,0.7602,0.7505,0.7705,0.5151,0.5010,0.5305,10000
condition,pixel_mask(drop=0.25),dae_lam1w5_seed2,e,d,False,0.9661,0.9646,0.9674,0.9822,0.9801,0.9844,0.9603,0.9581,0.9621,10000
condition,pixel_mask(drop=0.25),dae_lam1w5_seed2,e,r_A,False,0.9936,0.9933,0.9938,0.9967,0.9961,0.9973,0.9764,0.9752,0.9774,10000
condition,pixel_mask(drop=0.5),radial,e,b,False,0.9681,0.9668,0.9693,0.9820,0.9799,0.9838,,,,10000
condition,pixel_mask(drop=0.5),radial,e,g,True,,,,0.5000,0.5000,0.5000,,,,10000
condition,pixel_mask(drop=0.5),radial,e,d,False,0.4504,0.4334,0.4685,0.8379,0.8283,0.8478,0.3421,0.3237,0.3610,10000
condition,pixel_mask(drop=0.5),radial,e,r_A,False,0.4419,0.4243,0.4601,0.8347,0.8251,0.8446,0.2975,0.2790,0.3170,10000
condition,pixel_mask(drop=0.5),pca64,e,b,False,0.9621,0.9606,0.9635,0.9794,0.9773,0.9816,,,,10000
condition,pixel_mask(drop=0.5),pca64,e,g,True,,,,0.5000,0.5000,0.5000,,,,10000
condition,pixel_mask(drop=0.5),pca64,e,d,False,0.9891,0.9886,0.9895,0.9938,0.9929,0.9948,0.8941,0.8897,0.8982,10000
condition,pixel_mask(drop=0.5),pca64,e,r_A,False,0.9891,0.9887,0.9895,0.9933,0.9923,0.9943,0.8490,0.8422,0.8543,10000
condition,pixel_mask(drop=0.5),dae_lam0_seed0,e,b,False,0.9629,0.9613,0.9642,0.9797,0.9777,0.9818,,,,10000
condition,pixel_mask(drop=0.5),dae_lam0_seed0,e,g,False,0.7681,0.7594,0.7774,0.9073,0.9016,0.9129,0.3687,0.3510,0.3859,10000
condition,pixel_mask(drop=0.5),dae_lam0_seed0,e,d,False,0.9841,0.9834,0.9847,0.9920,0.9910,0.9932,0.8666,0.8598,0.8716,10000
condition,pixel_mask(drop=0.5),dae_lam0_seed0,e,r_A,False,0.9899,0.9895,0.9902,0.9945,0.9937,0.9954,0.8804,0.8748,0.8851,10000
condition,pixel_mask(drop=0.5),dae_lam0_seed1,e,b,False,0.9610,0.9594,0.9625,0.9786,0.9764,0.9808,,,,10000
condition,pixel_mask(drop=0.5),dae_lam0_seed1,e,g,False,0.6691,0.6564,0.6826,0.8743,0.8676,0.8816,0.3825,0.3646,0.3988,10000
condition,pixel_mask(drop=0.5),dae_lam0_seed1,e,d,False,0.9835,0.9828,0.9841,0.9915,0.9903,0.9926,0.8741,0.8678,0.8789,10000
condition,pixel_mask(drop=0.5),dae_lam0_seed1,e,r_A,False,0.9896,0.9892,0.9900,0.9942,0.9934,0.9951,0.8817,0.8762,0.8864,10000
condition,pixel_mask(drop=0.5),dae_lam0_seed2,e,b,False,0.9568,0.9550,0.9584,0.9759,0.9734,0.9782,,,,10000
condition,pixel_mask(drop=0.5),dae_lam0_seed2,e,g,False,0.5100,0.4954,0.5248,0.7821,0.7733,0.7911,0.4112,0.3937,0.4275,10000
condition,pixel_mask(drop=0.5),dae_lam0_seed2,e,d,False,0.9810,0.9802,0.9817,0.9902,0.9889,0.9915,0.8554,0.8485,0.8610,10000
condition,pixel_mask(drop=0.5),dae_lam0_seed2,e,r_A,False,0.9886,0.9881,0.9890,0.9935,0.9926,0.9944,0.8775,0.8720,0.8825,10000
condition,pixel_mask(drop=0.5),dae_lam1_seed0,e,b,False,0.4988,0.4825,0.5159,0.8670,0.8569,0.8768,,,,10000
condition,pixel_mask(drop=0.5),dae_lam1_seed0,e,g,False,0.2607,0.2414,0.2791,0.6408,0.6281,0.6526,0.1867,0.1670,0.2055,10000
condition,pixel_mask(drop=0.5),dae_lam1_seed0,e,d,False,0.9733,0.9717,0.9746,0.9919,0.9906,0.9930,0.9652,0.9633,0.9668,10000
condition,pixel_mask(drop=0.5),dae_lam1_seed0,e,r_A,False,0.9674,0.9658,0.9690,0.9902,0.9888,0.9914,0.9565,0.9542,0.9586,10000
condition,pixel_mask(drop=0.5),dae_lam1w5_seed0,e,b,False,0.9626,0.9611,0.9640,0.9786,0.9763,0.9808,,,,10000
condition,pixel_mask(drop=0.5),dae_lam1w5_seed0,e,g,False,0.6522,0.6414,0.6638,0.8182,0.8100,0.8262,0.3343,0.3160,0.3520,10000
condition,pixel_mask(drop=0.5),dae_lam1w5_seed0,e,d,False,0.9851,0.9845,0.9857,0.9914,0.9902,0.9926,0.8976,0.8923,0.9013,10000
condition,pixel_mask(drop=0.5),dae_lam1w5_seed0,e,r_A,False,0.9901,0.9897,0.9905,0.9941,0.9933,0.9950,0.8838,0.8785,0.8886,10000
condition,pixel_mask(drop=0.5),dae_lam1w5_seed1,e,b,False,0.9639,0.9625,0.9653,0.9802,0.9780,0.9822,,,,10000
condition,pixel_mask(drop=0.5),dae_lam1w5_seed1,e,g,False,0.6278,0.6147,0.6406,0.8103,0.8015,0.8189,0.3269,0.3070,0.3437,10000
condition,pixel_mask(drop=0.5),dae_lam1w5_seed1,e,d,False,0.9863,0.9857,0.9868,0.9927,0.9917,0.9937,0.9067,0.9017,0.9101,10000
condition,pixel_mask(drop=0.5),dae_lam1w5_seed1,e,r_A,False,0.9902,0.9898,0.9905,0.9944,0.9936,0.9952,0.8772,0.8717,0.8818,10000
condition,pixel_mask(drop=0.5),dae_lam1w5_seed2,e,b,False,0.9616,0.9600,0.9630,0.9784,0.9761,0.9807,,,,10000
condition,pixel_mask(drop=0.5),dae_lam1w5_seed2,e,g,False,0.5822,0.5681,0.5949,0.7980,0.7891,0.8072,0.3098,0.2905,0.3276,10000
condition,pixel_mask(drop=0.5),dae_lam1w5_seed2,e,d,False,0.9857,0.9851,0.9862,0.9922,0.9911,0.9933,0.8994,0.8943,0.9030,10000
condition,pixel_mask(drop=0.5),dae_lam1w5_seed2,e,r_A,False,0.9898,0.9894,0.9902,0.9941,0.9933,0.9950,0.8775,0.8718,0.8821,10000
condition,pixel_mask(drop=0.75),radial,e,b,False,0.9606,0.9591,0.9620,0.9779,0.9756,0.9802,,,,10000
condition,pixel_mask(drop=0.75),radial,e,g,True,,,,0.5000,0.5000,0.5000,,,,10000
condition,pixel_mask(drop=0.75),radial,e,d,False,0.4395,0.4228,0.4571,0.8290,0.8197,0.8385,0.3823,0.3652,0.3981,10000
condition,pixel_mask(drop=0.75),radial,e,r_A,False,0.4215,0.4046,0.4398,0.8200,0.8103,0.8299,0.2400,0.2209,0.2568,10000
condition,pixel_mask(drop=0.75),pca64,e,b,False,0.9631,0.9616,0.9645,0.9780,0.9757,0.9802,,,,10000
condition,pixel_mask(drop=0.75),pca64,e,g,True,,,,0.5000,0.5000,0.5000,,,,10000
condition,pixel_mask(drop=0.75),pca64,e,d,False,0.9751,0.9740,0.9759,0.9857,0.9841,0.9874,0.5901,0.5763,0.6044,10000
condition,pixel_mask(drop=0.75),pca64,e,r_A,False,0.9757,0.9747,0.9766,0.9854,0.9837,0.9872,0.6417,0.6286,0.6529,10000
condition,pixel_mask(drop=0.75),dae_lam0_seed0,e,b,False,0.9619,0.9603,0.9633,0.9776,0.9754,0.9799,,,,10000
condition,pixel_mask(drop=0.75),dae_lam0_seed0,e,g,False,0.6591,0.6460,0.6722,0.8432,0.8345,0.8514,0.2365,0.2163,0.2546,10000
condition,pixel_mask(drop=0.75),dae_lam0_seed0,e,d,False,0.9663,0.9649,0.9675,0.9811,0.9791,0.9831,0.3402,0.3198,0.3607,10000
condition,pixel_mask(drop=0.75),dae_lam0_seed0,e,r_A,False,0.9759,0.9749,0.9768,0.9858,0.9842,0.9874,0.7258,0.7147,0.7354,10000
condition,pixel_mask(drop=0.75),dae_lam0_seed1,e,b,False,0.9625,0.9610,0.9639,0.9784,0.9762,0.9805,,,,10000
condition,pixel_mask(drop=0.75),dae_lam0_seed1,e,g,False,0.6728,0.6602,0.6855,0.8440,0.8357,0.8528,0.2182,0.1995,0.2386,10000
condition,pixel_mask(drop=0.75),dae_lam0_seed1,e,d,False,0.9678,0.9666,0.9690,0.9825,0.9807,0.9844,0.3758,0.3540,0.3964,10000
condition,pixel_mask(drop=0.75),dae_lam0_seed1,e,r_A,False,0.9756,0.9746,0.9765,0.9860,0.9843,0.9876,0.6945,0.6821,0.7048,10000
condition,pixel_mask(drop=0.75),dae_lam0_seed2,e,b,False,0.9601,0.9585,0.9617,0.9765,0.9741,0.9789,,,,10000
condition,pixel_mask(drop=0.75),dae_lam0_seed2,e,g,False,0.6821,0.6701,0.6943,0.8210,0.8125,0.8295,0.1725,0.1523,0.1925,10000
condition,pixel_mask(drop=0.75),dae_lam0_seed2,e,d,False,0.9659,0.9647,0.9672,0.9806,0.9785,0.9827,0.3794,0.3609,0.3986,10000
condition,pixel_mask(drop=0.75),dae_lam0_seed2,e,r_A,False,0.9741,0.9730,0.9751,0.9849,0.9832,0.9867,0.6955,0.6816,0.7066,10000
condition,pixel_mask(drop=0.75),dae_lam1_seed0,e,b,False,0.4902,0.4738,0.5073,0.8632,0.8535,0.8731,,,,10000
condition,pixel_mask(drop=0.75),dae_lam1_seed0,e,g,False,0.1798,0.1602,0.1999,0.6055,0.5926,0.6187,0.0724,0.0520,0.0906,10000
condition,pixel_mask(drop=0.75),dae_lam1_seed0,e,d,False,0.9242,0.9203,0.9277,0.9727,0.9697,0.9757,0.9040,0.8992,0.9084,10000
condition,pixel_mask(drop=0.75),dae_lam1_seed0,e,r_A,False,0.9151,0.9107,0.9191,0.9690,0.9658,0.9721,0.8871,0.8816,0.8922,10000
condition,pixel_mask(drop=0.75),dae_lam1w5_seed0,e,b,False,0.9633,0.9618,0.9646,0.9781,0.9758,0.9804,,,,10000
condition,pixel_mask(drop=0.75),dae_lam1w5_seed0,e,g,False,0.6749,0.6636,0.6869,0.8515,0.8437,0.8603,0.2247,0.2049,0.2446,10000
condition,pixel_mask(drop=0.75),dae_lam1w5_seed0,e,d,False,0.9690,0.9677,0.9702,0.9817,0.9797,0.9837,0.4211,0.4011,0.4402,10000
condition,pixel_mask(drop=0.75),dae_lam1w5_seed0,e,r_A,False,0.9771,0.9761,0.9780,0.9863,0.9847,0.9879,0.7490,0.7374,0.7588,10000
condition,pixel_mask(drop=0.75),dae_lam1w5_seed1,e,b,False,0.9636,0.9621,0.9650,0.9787,0.9766,0.9808,,,,10000
condition,pixel_mask(drop=0.75),dae_lam1w5_seed1,e,g,False,0.4756,0.4605,0.4919,0.7703,0.7610,0.7806,0.1675,0.1490,0.1880,10000
condition,pixel_mask(drop=0.75),dae_lam1w5_seed1,e,d,False,0.9711,0.9700,0.9722,0.9835,0.9816,0.9853,0.5025,0.4844,0.5202,10000
condition,pixel_mask(drop=0.75),dae_lam1w5_seed1,e,r_A,False,0.9766,0.9756,0.9775,0.9865,0.9850,0.9881,0.7189,0.7066,0.7289,10000
condition,pixel_mask(drop=0.75),dae_lam1w5_seed2,e,b,False,0.9624,0.9608,0.9639,0.9778,0.9756,0.9801,,,,10000
condition,pixel_mask(drop=0.75),dae_lam1w5_seed2,e,g,False,0.4700,0.4554,0.4857,0.7354,0.7257,0.7458,0.1772,0.1584,0.1955,10000
condition,pixel_mask(drop=0.75),dae_lam1w5_seed2,e,d,False,0.9713,0.9701,0.9724,0.9836,0.9818,0.9855,0.5276,0.5106,0.5439,10000
condition,pixel_mask(drop=0.75),dae_lam1w5_seed2,e,r_A,False,0.9757,0.9746,0.9766,0.9856,0.9839,0.9873,0.7065,0.6935,0.7170,10000
condition,box_mask(size=8),radial,e,b,False,0.5666,0.5526,0.5798,0.8007,0.7911,0.8099,,,,10000
condition,box_mask(size=8),radial,e,g,True,,,,0.5000,0.5000,0.5000,,,,10000
condition,box_mask(size=8),radial,e,d,False,0.7365,0.7265,0.7460,0.9375,0.9326,0.9424,0.6876,0.6760,0.6983,10000
condition,box_mask(size=8),radial,e,r_A,False,0.7207,0.7103,0.7306,0.9330,0.9280,0.9382,0.6614,0.6492,0.6727,10000
condition,box_mask(size=8),pca64,e,b,False,0.5770,0.5640,0.5892,0.8051,0.7955,0.8141,,,,10000
condition,box_mask(size=8),pca64,e,g,True,,,,0.5000,0.5000,0.5000,,,,10000
condition,box_mask(size=8),pca64,e,d,False,0.9123,0.9085,0.9159,0.9450,0.9410,0.9493,0.8774,0.8723,0.8823,10000
condition,box_mask(size=8),pca64,e,r_A,False,0.8605,0.8551,0.8661,0.9208,0.9158,0.9261,0.8172,0.8102,0.8243,10000
condition,box_mask(size=8),dae_lam0_seed0,e,b,False,0.5079,0.4937,0.5218,0.7829,0.7734,0.7930,,,,10000
condition,box_mask(size=8),dae_lam0_seed0,e,g,False,0.8312,0.8242,0.8379,0.8929,0.8859,0.8998,0.7664,0.7563,0.7764,10000
condition,box_mask(size=8),dae_lam0_seed0,e,d,False,0.8377,0.8302,0.8444,0.8913,0.8847,0.8981,0.8021,0.7931,0.8104,10000
condition,box_mask(size=8),dae_lam0_seed0,e,r_A,False,0.7708,0.7618,0.7801,0.8624,0.8555,0.8701,0.7545,0.7446,0.7642,10000
condition,box_mask(size=8),dae_lam0_seed1,e,b,False,0.5067,0.4924,0.5208,0.7875,0.7783,0.7965,,,,10000
condition,box_mask(size=8),dae_lam0_seed1,e,g,False,0.8217,0.8146,0.8285,0.8917,0.8852,0.8980,0.7570,0.7469,0.7665,10000
condition,box_mask(size=8),dae_lam0_seed1,e,d,False,0.8479,0.8409,0.8543,0.9012,0.8949,0.9078,0.8162,0.8075,0.8243,10000
condition,box_mask(size=8),dae_lam0_seed1,e,r_A,False,0.7890,0.7807,0.7973,0.8746,0.8672,0.8824,0.7745,0.7651,0.7838,10000
condition,box_mask(size=8),dae_lam0_seed2,e,b,False,0.5114,0.4971,0.5254,0.7930,0.7837,0.8026,,,,10000
condition,box_mask(size=8),dae_lam0_seed2,e,g,False,0.8229,0.8158,0.8296,0.8938,0.8871,0.9001,0.7639,0.7531,0.7734,10000
condition,box_mask(size=8),dae_lam0_seed2,e,d,False,0.8657,0.8598,0.8713,0.9065,0.9002,0.9127,0.8320,0.8243,0.8392,10000
condition,box_mask(size=8),dae_lam0_seed2,e,r_A,False,0.8189,0.8115,0.8264,0.8917,0.8851,0.8981,0.7992,0.7906,0.8076,10000
condition,box_mask(size=8),dae_lam1_seed0,e,b,False,0.5035,0.4877,0.5202,0.8703,0.8611,0.8800,,,,10000
condition,box_mask(size=8),dae_lam1_seed0,e,g,False,0.6016,0.5873,0.6144,0.7818,0.7713,0.7920,0.6115,0.5979,0.6233,10000
condition,box_mask(size=8),dae_lam1_seed0,e,d,False,0.9316,0.9285,0.9348,0.9763,0.9738,0.9788,0.9112,0.9071,0.9151,10000
condition,box_mask(size=8),dae_lam1_seed0,e,r_A,False,0.9760,0.9746,0.9772,0.9931,0.9921,0.9941,0.9677,0.9661,0.9693,10000
condition,box_mask(size=8),dae_lam1w5_seed0,e,b,False,0.5141,0.4995,0.5277,0.7830,0.7737,0.7927,,,,10000
condition,box_mask(size=8),dae_lam1w5_seed0,e,g,False,0.8324,0.8254,0.8386,0.9012,0.8949,0.9075,0.7651,0.7553,0.7744,10000
condition,box_mask(size=8),dae_lam1w5_seed0,e,d,False,0.8919,0.8871,0.8968,0.9268,0.9217,0.9320,0.8590,0.8523,0.8656,10000
condition,box_mask(size=8),dae_lam1w5_seed0,e,r_A,False,0.8507,0.8441,0.8569,0.9131,0.9077,0.9188,0.8281,0.8206,0.8352,10000
condition,box_mask(size=8),dae_lam1w5_seed1,e,b,False,0.4866,0.4713,0.5008,0.7648,0.7549,0.7746,,,,10000
condition,box_mask(size=8),dae_lam1w5_seed1,e,g,False,0.8170,0.8102,0.8239,0.8887,0.8823,0.8950,0.7516,0.7419,0.7618,10000
condition,box_mask(size=8),dae_lam1w5_seed1,e,d,False,0.9074,0.9028,0.9119,0.9377,0.9327,0.9427,0.8816,0.8755,0.8876,10000
condition,box_mask(size=8),dae_lam1w5_seed1,e,r_A,False,0.8658,0.8597,0.8717,0.9227,0.9175,0.9279,0.8523,0.8457,0.8588,10000
condition,box_mask(size=8),dae_lam1w5_seed2,e,b,False,0.4988,0.4843,0.5130,0.7744,0.7652,0.7843,,,,10000
condition,box_mask(size=8),dae_lam1w5_seed2,e,g,False,0.8164,0.8091,0.8235,0.8847,0.8778,0.8918,0.7461,0.7356,0.7565,10000
condition,box_mask(size=8),dae_lam1w5_seed2,e,d,False,0.9135,0.9091,0.9175,0.9348,0.9302,0.9397,0.8880,0.8823,0.8936,10000
condition,box_mask(size=8),dae_lam1w5_seed2,e,r_A,False,0.8773,0.8718,0.8828,0.9286,0.9233,0.9335,0.8614,0.8552,0.8674,10000
condition,box_mask(size=14),radial,e,b,False,0.6523,0.6404,0.6642,0.8415,0.8326,0.8500,,,,10000
condition,box_mask(size=14),radial,e,g,True,,,,0.5000,0.5000,0.5000,,,,10000
condition,box_mask(size=14),radial,e,d,False,0.6247,0.6118,0.6376,0.8878,0.8800,0.8951,0.5442,0.5298,0.5584,10000
condition,box_mask(size=14),radial,e,r_A,False,0.6136,0.6007,0.6269,0.8857,0.8778,0.8931,0.5066,0.4919,0.5216,10000
condition,box_mask(size=14),pca64,e,b,False,0.6914,0.6802,0.7021,0.8415,0.8336,0.8497,,,,10000
condition,box_mask(size=14),pca64,e,g,True,,,,0.5000,0.5000,0.5000,,,,10000
condition,box_mask(size=14),pca64,e,d,False,0.7428,0.7334,0.7526,0.8643,0.8571,0.8717,0.4808,0.4649,0.4982,10000
condition,box_mask(size=14),pca64,e,r_A,False,0.6765,0.6651,0.6880,0.8365,0.8289,0.8448,0.3831,0.3653,0.4017,10000
condition,box_mask(size=14),dae_lam0_seed0,e,b,False,0.6775,0.6648,0.6896,0.8464,0.8384,0.8541,,,,10000
condition,box_mask(size=14),dae_lam0_seed0,e,g,False,0.7225,0.7127,0.7326,0.8512,0.8427,0.8595,0.4509,0.4284,0.4713,10000
condition,box_mask(size=14),dae_lam0_seed0,e,d,False,0.6645,0.6536,0.6761,0.8214,0.8127,0.8306,0.3962,0.3759,0.4163,10000
condition,box_mask(size=14),dae_lam0_seed0,e,r_A,False,0.6007,0.5876,0.6143,0.7909,0.7818,0.8007,0.3278,0.3067,0.3473,10000
condition,box_mask(size=14),dae_lam0_seed1,e,b,False,0.6859,0.6732,0.6977,0.8553,0.8475,0.8629,,,,10000
condition,box_mask(size=14),dae_lam0_seed1,e,g,False,0.7179,0.7079,0.7281,0.8568,0.8491,0.8650,0.4630,0.4432,0.4817,10000
condition,box_mask(size=14),dae_lam0_seed1,e,d,False,0.6658,0.6544,0.6775,0.8279,0.8193,0.8370,0.4024,0.3828,0.4224,10000
condition,box_mask(size=14),dae_lam0_seed1,e,r_A,False,0.6151,0.6027,0.6288,0.8052,0.7961,0.8152,0.3365,0.3160,0.3573,10000
condition,box_mask(size=14),dae_lam0_seed2,e,b,False,0.6938,0.6814,0.7053,0.8593,0.8519,0.8664,,,,10000
condition,box_mask(size=14),dae_lam0_seed2,e,g,False,0.6918,0.6810,0.7027,0.8536,0.8452,0.8619,0.4133,0.3914,0.4338,10000
condition,box_mask(size=14),dae_lam0_seed2,e,d,False,0.7428,0.7337,0.7525,0.8740,0.8666,0.8813,0.5162,0.4975,0.5343,10000
condition,box_mask(size=14),dae_lam0_seed2,e,r_A,False,0.6969,0.6865,0.7082,0.8549,0.8469,0.8628,0.4414,0.4220,0.4607,10000
condition,box_mask(size=14),dae_lam1_seed0,e,b,False,0.4989,0.4826,0.5158,0.8714,0.8624,0.8800,,,,10000
condition,box_mask(size=14),dae_lam1_seed0,e,g,False,0.4080,0.3901,0.4241,0.6757,0.6633,0.6876,0.4982,0.4832,0.5120,10000
condition,box_mask(size=14),dae_lam1_seed0,e,d,False,0.8133,0.8059,0.8212,0.9373,0.9326,0.9419,0.7534,0.7442,0.7630,10000
condition,box_mask(size=14),dae_lam1_seed0,e,r_A,False,0.9037,0.8988,0.9081,0.9770,0.9741,0.9796,0.8848,0.8794,0.8891,10000
condition,box_mask(size=14),dae_lam1w5_seed0,e,b,False,0.6825,0.6695,0.6942,0.8523,0.8445,0.8598,,,,10000
condition,box_mask(size=14),dae_lam1w5_seed0,e,g,False,0.7583,0.7485,0.7675,0.8751,0.8674,0.8826,0.5178,0.4982,0.5356,10000
condition,box_mask(size=14),dae_lam1w5_seed0,e,d,False,0.7488,0.7395,0.7584,0.8702,0.8623,0.8781,0.5167,0.4990,0.5346,10000
condition,box_mask(size=14),dae_lam1w5_seed0,e,r_A,False,0.6769,0.6656,0.6889,0.8338,0.8254,0.8434,0.4221,0.4023,0.4417,10000
condition,box_mask(size=14),dae_lam1w5_seed1,e,b,False,0.6759,0.6627,0.6878,0.8482,0.8400,0.8558,,,,10000
condition,box_mask(size=14),dae_lam1w5_seed1,e,g,False,0.7462,0.7369,0.7559,0.8655,0.8579,0.8733,0.5196,0.5005,0.5373,10000
condition,box_mask(size=14),dae_lam1w5_seed1,e,d,False,0.7300,0.7198,0.7396,0.8651,0.8572,0.8725,0.4860,0.4676,0.5050,10000
condition,box_mask(size=14),dae_lam1w5_seed1,e,r_A,False,0.6893,0.6784,0.7006,0.8461,0.8380,0.8543,0.4418,0.4227,0.4602,10000
condition,box_mask(size=14),dae_lam1w5_seed2,e,b,False,0.6996,0.6875,0.7109,0.8640,0.8567,0.8713,,,,10000
condition,box_mask(size=14),dae_lam1w5_seed2,e,g,False,0.7745,0.7656,0.7830,0.8796,0.8722,0.8868,0.5377,0.5180,0.5554,10000
condition,box_mask(size=14),dae_lam1w5_seed2,e,d,False,0.7784,0.7702,0.7864,0.8926,0.8854,0.8996,0.5725,0.5557,0.5885,10000
condition,box_mask(size=14),dae_lam1w5_seed2,e,r_A,False,0.7439,0.7345,0.7534,0.8804,0.8734,0.8875,0.5061,0.4876,0.5230,10000
family,noise,radial,e,b,False,0.0490,0.0452,0.0531,0.5038,0.5025,0.5052,,,,40000
family,noise,radial,e,g,True,,,,0.5000,0.5000,0.5000,,,,40000
family,noise,radial,e,d,False,0.8277,0.8249,0.8306,0.9990,0.9987,0.9992,0.8339,0.8311,0.8368,40000
family,noise,radial,e,r_A,False,0.8277,0.8249,0.8306,0.9990,0.9987,0.9992,0.8339,0.8311,0.8368,40000
family,noise,radial,e,div,False,-0.8305,-0.8330,-0.8280,0.0009,0.0007,0.0012,-0.8365,-0.8390,-0.8340,40000
family,noise,radial,e,g_lin,True,,,,0.5000,0.5000,0.5000,,,,40000
family,noise,radial,e,sure,False,0.9814,0.9810,0.9818,0.9994,0.9992,0.9995,0.9814,0.9809,0.9818,40000
family,noise,radial,e,b@level,False,0.7698,,,0.6681,,,0.7707,,,40000
family,noise,radial,e,g@level,True,,,,0.5000,,,,,,40000
family,noise,radial,e,d@level,False,0.9645,,,0.9982,,,0.9657,,,40000
