scope,group,model,target,signal,constant,spearman,spearman_lo,spearman_hi,auroc,auroc_lo,auroc_hi,partial,partial_lo,partial_hi,n
condition,noise(sigma=0.1),radial,e,b,False,0.2070,0.1898,0.2262,0.5959,0.5845,0.6089,,,,10000
condition,noise(sigma=0.1),radial,e,g,True,,,,0.5000,0.5000,0.5000,,,,10000
condition,noise(sigma=0.1),radial,e,d,False,0.5214,0.5087,0.5347,0.8772,0.8704,0.8838,0.4891,0.4733,0.5034,10000
condition,noise(sigma=0.1),radial,e,r_A,False,0.5214,0.5087,0.5347,0.8772,0.8704,0.8838,0.4891,0.4733,0.5034,10000
condition,noise(sigma=0.1),radial,e,div,False,0.3031,0.2771,0.3265,0.6885,0.6689,0.7052,0.4291,0.4088,0.4484,10000
condition,noise(sigma=0.1),radial,e,g_lin,True,,,,0.5000,0.5000,0.5000,,,,10000
condition,noise(sigma=0.1),radial,e,sure,False,0.9358,0.9317,0.9396,0.9971,0.9966,0.9976,0.9329,0.9286,0.9370,10000
condition,noise(sigma=0.1),pca64,e,b,False,0.1584,0.1411,0.1786,0.5799,0.5682,0.5928,,,,10000
condition,noise(sigma=0.1),pca64,e,g,True,,,,0.5000,0.5000,0.5000,,,,10000
condition,noise(sigma=0.1),pca64,e,d,False,0.9691,0.9675,0.9706,0.9926,0.9915,0.9936,0.9700,0.9686,0.9715,10000
condition,noise(sigma=0.1),pca64,e,r_A,False,0.9691,0.9675,0.9706,0.9926,0.9915,0.9936,0.9700,0.9686,0.9715,10000
condition,noise(sigma=0.1),pca64,e,div,False,0.0005,-0.0195,0.0194,0.4963,0.4836,0.5085,-0.0009,-0.0212,0.0191,10000
condition,noise(sigma=0.1),pca64,e,g_lin,True,,,,0.5000,0.5000,0.5000,,,,10000
condition,noise(sigma=0.1),pca64,e,sure,False,0.9627,0.9610,0.9644,0.9884,0.9869,0.9898,0.9663,0.9648,0.9678,10000
condition,noise(sigma=0.1),dae_lam0_seed0,e,b,False,0.0321,0.0144,0.0508,0.5111,0.4990,0.5245,,,,10000
condition,noise(sigma=0.1),dae_lam0_seed0,e,g,False,0.7533,0.7434,0.7633,0.8692,0.8616,0.8766,0.7535,0.7434,0.7631,10000
condition,noise(sigma=0.1),dae_lam0_seed0,e,d,False,0.9274,0.9240,0.9306,0.9806,0.9783,0.9827,0.9370,0.9340,0.9398,10000
condition,noise(sigma=0.1),dae_lam0_seed0,e,r_A,False,0.9274,0.9240,0.9306,0.9806,0.9783,0.9827,0.9370,0.9340,0.9398,10000
condition,noise(sigma=0.1),dae_lam0_seed0,e,div,False,0.5339,0.5201,0.5486,0.7459,0.7357,0.7570,0.5332,0.5194,0.5480,10000
condition,noise(sigma=0.1),dae_lam0_seed0,e,g_lin,False,0.7978,0.7895,0.8062,0.9020,0.8948,0.9088,0.7979,0.7896,0.8062,10000
condition,noise(sigma=0.1),dae_lam0_seed0,e,sure,False,0.9039,0.8994,0.9081,0.9639,0.9605,0.9670,0.9115,0.9074,0.9153,10000
condition,noise(sigma=0.1),dae_lam0_seed1,e,b,False,0.0241,0.0071,0.0430,0.5082,0.4967,0.5215,,,,10000
condition,noise(sigma=0.1),dae_lam0_seed1,e,g,False,0.7610,0.7518,0.7706,0.8725,0.8647,0.8800,0.7610,0.7521,0.7706,10000
condition,noise(sigma=0.1),dae_lam0_seed1,e,d,False,0.9301,0.9266,0.9333,0.9808,0.9785,0.9831,0.9398,0.9368,0.9426,10000
condition,noise(sigma=0.1),dae_lam0_seed1,e,r_A,False,0.9301,0.9266,0.9333,0.9808,0.9785,0.9831,0.9398,0.9368,0.9426,10000
condition,noise(sigma=0.1),dae_lam0_seed1,e,div,False,0.4993,0.4843,0.5147,0.7300,0.7199,0.7414,0.5000,0.4852,0.5145,10000
condition,noise(sigma=0.1),dae_lam0_seed1,e,g_lin,False,0.7980,0.7894,0.8066,0.8980,0.8910,0.9046,0.7986,0.7903,0.8070,10000
condition,noise(sigma=0.1),dae_lam0_seed1,e,sure,False,0.9052,0.9008,0.9093,0.9636,0.9602,0.9669,0.9128,0.9088,0.9167,10000
condition,noise(sigma=0.1),dae_lam0_seed2,e,b,False,0.0100,-0.0077,0.0290,0.5034,0.4906,0.5167,,,,10000
condition,noise(sigma=0.1),dae_lam0_seed2,e,g,False,0.7356,0.7253,0.7453,0.8562,0.8475,0.8647,0.7393,0.7293,0.7492,10000
condition,noise(sigma=0.1),dae_lam0_seed2,e,d,False,0.9376,0.9346,0.9402,0.9817,0.9794,0.9837,0.9458,0.9431,0.9482,10000
condition,noise(sigma=0.1),dae_lam0_seed2,e,r_A,False,0.9376,0.9346,0.9402,0.9817,0.9794,0.9837,0.9458,0.9431,0.9482,10000
condition,noise(sigma=0.1),dae_lam0_seed2,e,div,False,0.4449,0.4287,0.4609,0.7062,0.6947,0.7181,0.4454,0.4291,0.4614,10000
condition,noise(sigma=0.1),dae_lam0_seed2,e,g_lin,False,0.7640,0.7548,0.7727,0.8831,0.8755,0.8900,0.7680,0.7589,0.7765,10000
condition,noise(sigma=0.1),dae_lam0_seed2,e,sure,False,0.9119,0.9079,0.9157,0.9648,0.9614,0.9680,0.9178,0.9140,0.9213,10000
condition,noise(sigma=0.1),dae_lam1_seed0,e,b,False,0.5050,0.4885,0.5220,0.8717,0.8619,0.8814,,,,10000
condition,noise(sigma=0.1),dae_lam1_seed0,e,g,False,0.6327,0.6194,0.6462,0.8163,0.8069,0.8263,0.5847,0.5692,0.5987,10000
condition,noise(sigma=0.1),dae_lam1_seed0,e,d,False,0.9942,0.9938,0.9945,0.9991,0.9988,0.9993,0.9924,0.9919,0.9928,10000
condition,noise(sigma=0.1),dae_lam1_seed0,e,r_A,False,0.9942,0.9938,0.9945,0.9991,0.9988,0.9993,0.9924,0.9919,0.9928,10000
condition,noise(sigma=0.1),dae_lam1_seed0,e,div,False,0.0010,-0.0187,0.0213,0.4994,0.4853,0.5130,-0.0062,-0.0261,0.0135,10000
condition,noise(sigma=0.1),dae_lam1_seed0,e,g_lin,False,0.3742,0.3584,0.3906,0.6918,0.6796,0.7039,0.3376,0.3199,0.3541,10000
condition,noise(sigma=0.1),dae_lam1_seed0,e,sure,False,0.9780,0.9766,0.9794,0.9963,0.9955,0.9971,0.9714,0.9697,0.9732,10000
condition,noise(sigma=0.1),dae_lam1w5_seed0,e,b,False,0.0409,0.0237,0.0602,0.5223,0.5101,0.5348,,,,10000
condition,noise(sigma=0.1),dae_lam1w5_seed0,e,g,False,0.6411,0.6291,0.6532,0.8319,0.8224,0.8418,0.6425,0.6304,0.6545,10000
condition,noise(sigma=0.1),dae_lam1w5_seed0,e,d,False,0.9453,0.9426,0.9477,0.9828,0.9807,0.9848,0.9516,0.9491,0.9536,10000
condition,noise(sigma=0.1),dae_lam1w5_seed0,e,r_A,False,0.9453,0.9426,0.9477,0.9828,0.9807,0.9848,0.9516,0.9491,0.9536,10000
condition,noise(sigma=0.1),dae_lam1w5_seed0,e,div,False,0.3360,0.3191,0.3530,0.6464,0.6346,0.6588,0.3338,0.3171,0.3515,10000
condition,noise(sigma=0.1),dae_lam1w5_seed0,e,g_lin,False,0.7548,0.7458,0.7641,0.8832,0.8755,0.8908,0.7576,0.7488,0.7668,10000
condition,noise(sigma=0.1),dae_lam1w5_seed0,e,sure,False,0.9130,0.9091,0.9166,0.9611,0.9579,0.9644,0.9161,0.9123,0.9195,10000
condition,noise(sigma=0.1),dae_lam1w5_seed1,e,b,False,0.0457,0.0286,0.0660,0.5183,0.5061,0.5316,,,,10000
condition,noise(sigma=0.1),dae_lam1w5_seed1,e,g,False,0.6720,0.6612,0.6847,0.8444,0.8355,0.8535,0.6761,0.6652,0.6887,10000
condition,noise(sigma=0.1),dae_lam1w5_seed1,e,d,False,0.9482,0.9456,0.9503,0.9840,0.9821,0.9858,0.9541,0.9518,0.9560,10000
condition,noise(sigma=0.1),dae_lam1w5_seed1,e,r_A,False,0.9482,0.9456,0.9503,0.9840,0.9821,0.9858,0.9541,0.9518,0.9560,10000
condition,noise(sigma=0.1),dae_lam1w5_seed1,e,div,False,0.3138,0.2967,0.3329,0.6416,0.6299,0.6545,0.3110,0.2936,0.3299,10000
condition,noise(sigma=0.1),dae_lam1w5_seed1,e,g_lin,False,0.7746,0.7666,0.7839,0.8910,0.8842,0.8981,0.7742,0.7663,0.7833,10000
condition,noise(sigma=0.1),dae_lam1w5_seed1,e,sure,False,0.9126,0.9088,0.9160,0.9610,0.9577,0.9642,0.9149,0.9112,0.9182,10000
condition,noise(sigma=0.1),dae_lam1w5_seed2,e,b,False,0.0225,0.0051,0.0418,0.5107,0.4990,0.5230,,,,10000
condition,noise(sigma=0.1),dae_lam1w5_seed2,e,g,False,0.6490,0.6380,0.6615,0.8503,0.8415,0.8594,0.6491,0.6381,0.6614,10000
condition,noise(sigma=0.1),dae_lam1w5_seed2,e,d,False,0.9552,0.9531,0.9572,0.9843,0.9827,0.9861,0.9600,0.9580,0.9617,10000
condition,noise(sigma=0.1),dae_lam1w5_seed2,e,r_A,False,0.9552,0.9531,0.9572,0.9843,0.9827,0.9861,0.9600,0.9580,0.9617,10000
condition,noise(sigma=0.1),dae_lam1w5_seed2,e,div,False,0.2081,0.1903,0.2281,0.5979,0.5852,0.6107,0.2077,0.1898,0.2277,10000
condition,noise(sigma=0.1),dae_lam1w5_seed2,e,g_lin,False,0.7752,0.7668,0.7842,0.8999,0.8932,0.9066,0.7795,0.7709,0.7881,10000
condition,noise(sigma=0.1),dae_lam1w5_seed2,e,sure,False,0.9225,0.9189,0.9257,0.9630,0.9601,0.9662,0.9239,0.9204,0.9270,10000
condition,noise(sigma=0.2),radial,e,b,False,0.0669,0.0482,0.0857,0.5363,0.5238,0.5493,,,,10000
condition,noise(sigma=0.2),radial,e,g,True,,,,0.5000,0.5000,0.5000,,,,10000
condition,noise(sigma=0.2),radial,e,d,False,-0.4625,-0.4818,-0.4409,0.2101,0.1948,0.2259,-0.5314,-0.5469,-0.5146,10000
condition,noise(sigma=0.2),radial,e,r_A,False,-0.4625,-0.4818,-0.4409,0.2101,0.1948,0.2259,-0.5314,-0.5469,-0.5146,10000
condition,noise(sigma=0.2),radial,e,div,False,0.4748,0.4528,0.4947,0.7959,0.7803,0.8113,0.5456,0.5283,0.5619,10000
condition,noise(sigma=0.2),radial,e,g_lin,True,,,,0.5000,0.5000,0.5000,,,,10000
condition,noise(sigma=0.2),radial,e,sure,False,0.8189,0.8098,0.8270,0.9811,0.9788,0.9833,0.8180,0.8090,0.8262,10000
condition,noise(sigma=0.2),pca64,e,b,False,0.1364,0.1186,0.1564,0.5796,0.5684,0.5922,,,,10000
condition,noise(sigma=0.2),pca64,e,g,True,,,,0.5000,0.5000,0.5000,,,,10000
condition,noise(sigma=0.2),pca64,e,d,False,0.8449,0.8381,0.8518,0.9573,0.9537,0.9609,0.8455,0.8386,0.8522,10000
condition,noise(sigma=0.2),pca64,e,r_A,False,0.8449,0.8381,0.8518,0.9573,0.9537,0.9609,0.8455,0.8386,0.8522,10000
condition,noise(sigma=0.2),pca64,e,div,False,-0.0014,-0.0217,0.0181,0.4965,0.4835,0.5087,-0.0026,-0.0230,0.0171,10000
condition,noise(sigma=0.2),pca64,e,g_lin,True,,,,0.5000,0.5000,0.5000,,,,10000
condition,noise(sigma=0.2),pca64,e,sure,False,0.8602,0.8541,0.8660,0.9617,0.9582,0.9649,0.8617,0.8552,0.8674,10000
condition,noise(sigma=0.2),dae_lam0_seed0,e,b,False,0.0434,0.0263,0.0624,0.5136,0.5008,0.5269,,,,10000
condition,noise(sigma=0.2),dae_lam0_seed0,e,g,False,0.7585,0.7487,0.7682,0.8696,0.8623,0.8777,0.7593,0.7497,0.7688,10000
condition,noise(sigma=0.2),dae_lam0_seed0,e,d,False,0.7548,0.7450,0.7642,0.9162,0.9102,0.9222,0.7647,0.7549,0.7741,10000
condition,noise(sigma=0.2),dae_lam0_seed0,e,r_A,False,0.7548,0.7450,0.7642,0.9162,0.9102,0.9222,0.7647,0.7549,0.7741,10000
condition,noise(sigma=0.2),dae_lam0_seed0,e,div,False,0.5373,0.5230,0.5520,0.7442,0.7336,0.7552,0.5361,0.5219,0.5507,10000
condition,noise(sigma=0.2),dae_lam0_seed0,e,g_lin,False,0.8031,0.7948,0.8109,0.9055,0.8991,0.9122,0.8030,0.7947,0.8106,10000
condition,noise(sigma=0.2),dae_lam0_seed0,e,sure,False,0.7995,0.7913,0.8075,0.9272,0.9219,0.9322,0.8067,0.7989,0.8142,10000
condition,noise(sigma=0.2),dae_lam0_seed1,e,b,False,0.0372,0.0205,0.0555,0.5096,0.4970,0.5226,,,,10000
condition,noise(sigma=0.2),dae_lam0_seed1,e,g,False,0.7603,0.7509,0.7699,0.8706,0.8631,0.8779,0.7607,0.7512,0.7700,10000
condition,noise(sigma=0.2),dae_lam0_seed1,e,d,False,0.7642,0.7548,0.7734,0.9215,0.9157,0.9269,0.7746,0.7656,0.7838,10000
condition,noise(sigma=0.2),dae_lam0_seed1,e,r_A,False,0.7642,0.7548,0.7734,0.9215,0.9157,0.9269,0.7746,0.7656,0.7838,10000
condition,noise(sigma=0.2),dae_lam0_seed1,e,div,False,0.5006,0.4855,0.5160,0.7268,0.7159,0.7385,0.5002,0.4852,0.5152,10000
condition,noise(sigma=0.2),dae_lam0_seed1,e,g_lin,False,0.7676,0.7587,0.7768,0.8881,0.8809,0.8946,0.7675,0.7586,0.7767,10000
condition,noise(sigma=0.2),dae_lam0_seed1,e,sure,False,0.8044,0.7967,0.8122,0.9305,0.9255,0.9354,0.8116,0.8038,0.8192,10000
condition,noise(sigma=0.2),dae_lam0_seed2,e,b,False,0.0288,0.0118,0.0476,0.5107,0.4985,0.5240,,,,10000
condition,noise(sigma=0.2),dae_lam0_seed2,e,g,False,0.7259,0.7155,0.7364,0.8499,0.8419,0.8580,0.7288,0.7185,0.7393,10000
condition,noise(sigma=0.2),dae_lam0_seed2,e,d,False,0.7851,0.7761,0.7934,0.9290,0.9231,0.9343,0.7933,0.7847,0.8014,10000
condition,noise(sigma=0.2),dae_lam0_seed2,e,r_A,False,0.7851,0.7761,0.7934,0.9290,0.9231,0.9343,0.7933,0.7847,0.8014,10000
condition,noise(sigma=0.2),dae_lam0_seed2,e,div,False,0.4448,0.4290,0.4609,0.7075,0.6961,0.7188,0.4441,0.4283,0.4601,10000
condition,noise(sigma=0.2),dae_lam0_seed2,e,g_lin,False,0.7234,0.7127,0.7341,0.8685,0.8606,0.8760,0.7257,0.7153,0.7362,10000
condition,noise(sigma=0.2),dae_lam0_seed2,e,sure,False,0.8188,0.8119,0.8258,0.9364,0.9310,0.9409,0.8243,0.8175,0.8313,10000
condition,noise(sigma=0.2),dae_lam1_seed0,e,b,False,0.5042,0.4877,0.5212,0.8716,0.8620,0.8814,,,,10000
condition,noise(sigma=0.2),dae_lam1_seed0,e,g,False,0.4555,0.4375,0.4716,0.7324,0.7223,0.7435,0.4036,0.3856,0.4208,10000
condition,noise(sigma=0.2),dae_lam1_seed0,e,d,False,0.9804,0.9793,0.9815,0.9967,0.9960,0.9972,0.9739,0.9726,0.9752,10000
condition,noise(sigma=0.2),dae_lam1_seed0,e,r_A,False,0.9804,0.9793,0.9815,0.9967,0.9960,0.9972,0.9739,0.9726,0.9752,10000
condition,noise(sigma=0.2),dae_lam1_seed0,e,div,False,0.0067,-0.0129,0.0259,0.4989,0.4856,0.5119,0.0035,-0.0146,0.0233,10000
condition,noise(sigma=0.2),dae_lam1_seed0,e,g_lin,False,0.2870,0.2670,0.3054,0.6472,0.6349,0.6594,0.2598,0.2402,0.2784,10000
condition,noise(sigma=0.2),dae_lam1_seed0,e,sure,False,0.9710,0.9693,0.9726,0.9949,0.9940,0.9957,0.9615,0.9594,0.9634,10000
condition,noise(sigma=0.2),dae_lam1w5_seed0,e,b,False,0.0613,0.0443,0.0803,0.5236,0.5116,0.5362,,,,10000
condition,noise(sigma=0.2),dae_lam1w5_seed0,e,g,False,0.6155,0.6025,0.6285,0.8208,0.8108,0.8306,0.6145,0.6014,0.6271,10000
condition,noise(sigma=0.2),dae_lam1w5_seed0,e,d,False,0.8129,0.8050,0.8205,0.9369,0.9317,0.9417,0.8199,0.8121,0.8272,10000
condition,noise(sigma=0.2),dae_lam1w5_seed0,e,r_A,False,0.8129,0.8050,0.8205,0.9369,0.9317,0.9417,0.8199,0.8121,0.8272,10000
condition,noise(sigma=0.2),dae_lam1w5_seed0,e,div,False,0.3511,0.3345,0.3669,0.6576,0.6460,0.6700,0.3470,0.3305,0.3631,10000
condition,noise(sigma=0.2),dae_lam1w5_seed0,e,g_lin,False,0.7310,0.7209,0.7403,0.8757,0.8677,0.8834,0.7440,0.7345,0.7530,10000
condition,noise(sigma=0.2),dae_lam1w5_seed0,e,sure,False,0.8335,0.8265,0.8399,0.9368,0.9320,0.9413,0.8372,0.8305,0.8435,10000
condition,noise(sigma=0.2),dae_lam1w5_seed1,e,b,False,0.0718,0.0553,0.0914,0.5230,0.5104,0.5357,,,,10000
condition,noise(sigma=0.2),dae_lam1w5_seed1,e,g,False,0.6379,0.6252,0.6512,0.8312,0.8219,0.8411,0.6398,0.6274,0.6523,10000
condition,noise(sigma=0.2),dae_lam1w5_seed1,e,d,False,0.8220,0.8145,0.8291,0.9405,0.9355,0.9450,0.8289,0.8216,0.8358,10000
condition,noise(sigma=0.2),dae_lam1w5_seed1,e,r_A,False,0.8220,0.8145,0.8291,0.9405,0.9355,0.9450,0.8289,0.8216,0.8358,10000
condition,noise(sigma=0.2),dae_lam1w5_seed1,e,div,False,0.3284,0.3117,0.3458,0.6451,0.6334,0.6568,0.3215,0.3045,0.3396,10000
condition,noise(sigma=0.2),dae_lam1w5_seed1,e,g_lin,False,0.6745,0.6629,0.6870,0.8589,0.8499,0.8680,0.6742,0.6625,0.6869,10000
condition,noise(sigma=0.2),dae_lam1w5_seed1,e,sure,False,0.8384,0.8319,0.8445,0.9383,0.9336,0.9429,0.8412,0.8348,0.8470,10000
condition,noise(sigma=0.2),dae_lam1w5_seed2,e,b,False,0.0433,0.0264,0.0629,0.5191,0.5065,0.5318,,,,10000
condition,noise(sigma=0.2),dae_lam1w5_seed2,e,g,False,0.6153,0.6028,0.6282,0.8392,0.8300,0.8479,0.6144,0.6020,0.6273,10000
condition,noise(sigma=0.2),dae_lam1w5_seed2,e,d,False,0.8448,0.8382,0.8514,0.9462,0.9416,0.9504,0.8492,0.8427,0.8554,10000
condition,noise(sigma=0.2),dae_lam1w5_seed2,e,r_A,False,0.8448,0.8382,0.8514,0.9462,0.9416,0.9504,0.8492,0.8427,0.8554,10000
condition,noise(sigma=0.2),dae_lam1w5_seed2,e,div,False,0.2081,0.1898,0.2266,0.5975,0.5856,0.6104,0.2072,0.1886,0.2259,10000
condition,noise(sigma=0.2),dae_lam1w5_seed2,e,g_lin,False,0.7401,0.7304,0.7493,0.8843,0.8766,0.8918,0.7535,0.7445,0.7621,10000
condition,noise(sigma=0.2),dae_lam1w5_seed2,e,sure,False,0.8552,0.8491,0.8608,0.9431,0.9387,0.9474,0.8568,0.8508,0.8625,10000
condition,noise(sigma=0.3),radial,e,b,False,0.1095,0.0893,0.1293,0.5602,0.5476,0.5729,,,,10000
condition,noise(sigma=0.3),radial,e,g,True,,,,0.5000,0.5000,0.5000,,,,10000
condition,noise(sigma=0.3),radial,e,d,False,-0.3094,-0.3309,-0.2854,0.3173,0.3016,0.3342,-0.3820,-0.3997,-0.3624,10000
condition,noise(sigma=0.3),radial,e,r_A,False,-0.3094,-0.3309,-0.2854,0.3173,0.3016,0.3342,-0.3820,-0.3997,-0.3624,10000
condition,noise(sigma=0.3),radial,e,div,False,0.3089,0.2852,0.3305,0.6829,0.6659,0.6985,0.3829,0.3634,0.4006,10000
condition,noise(sigma=0.3),radial,e,g_lin,True,,,,0.5000,0.5000,0.5000,,,,10000
condition,noise(sigma=0.3),radial,e,sure,False,0.6221,0.6092,0.6347,0.8821,0.8737,0.8906,0.6165,0.6033,0.6294,10000
condition,noise(sigma=0.3),pca64,e,b,False,0.1242,0.1062,0.1434,0.5731,0.5612,0.5858,,,,10000
condition,noise(sigma=0.3),pca64,e,g,True,,,,0.5000,0.5000,0.5000,,,,10000
condition,noise(sigma=0.3),pca64,e,d,False,0.6296,0.6166,0.6436,0.8696,0.8625,0.8780,0.6284,0.6153,0.6424,10000
condition,noise(sigma=0.3),pca64,e,r_A,False,0.6296,0.6166,0.6436,0.8696,0.8625,0.8780,0.6284,0.6153,0.6424,10000
condition,noise(sigma=0.3),pca64,e,div,False,0.0001,-0.0190,0.0202,0.5011,0.4882,0.5143,-0.0009,-0.0198,0.0194,10000
condition,noise(sigma=0.3),pca64,e,g_lin,True,,,,0.5000,0.5000,0.5000,,,,10000
condition,noise(sigma=0.3),pca64,e,sure,False,0.6521,0.6385,0.6652,0.8819,0.8748,0.8897,0.6513,0.6376,0.6643,10000
condition,noise(sigma=0.3),dae_lam0_seed0,e,b,False,0.0602,0.0432,0.0802,0.5152,0.5040,0.5279,,,,10000
condition,noise(sigma=0.3),dae_lam0_seed0,e,g,False,0.7584,0.7488,0.7678,0.8763,0.8686,0.8839,0.7595,0.7497,0.7688,10000
condition,noise(sigma=0.3),dae_lam0_seed0,e,d,False,0.5460,0.5314,0.5611,0.8250,0.8149,0.8348,0.5530,0.5380,0.5680,10000
condition,noise(sigma=0.3),dae_lam0_seed0,e,r_A,False,0.5460,0.5314,0.5611,0.8250,0.8149,0.8348,0.5530,0.5380,0.5680,10000
condition,noise(sigma=0.3),dae_lam0_seed0,e,div,False,0.5574,0.5440,0.5722,0.7605,0.7502,0.7712,0.5554,0.5417,0.5703,10000
condition,noise(sigma=0.3),dae_lam0_seed0,e,g_lin,False,0.7862,0.7774,0.7946,0.9073,0.9009,0.9133,0.7854,0.7766,0.7938,10000
condition,noise(sigma=0.3),dae_lam0_seed0,e,sure,False,0.6355,0.6226,0.6485,0.8608,0.8517,0.8695,0.6410,0.6281,0.6539,10000
condition,noise(sigma=0.3),dae_lam0_seed1,e,b,False,0.0609,0.0436,0.0801,0.5139,0.5018,0.5270,,,,10000
condition,noise(sigma=0.3),dae_lam0_seed1,e,g,False,0.7467,0.7376,0.7563,0.8675,0.8598,0.8751,0.7466,0.7373,0.7559,10000
condition,noise(sigma=0.3),dae_lam0_seed1,e,d,False,0.5576,0.5426,0.5725,0.8301,0.8200,0.8399,0.5651,0.5499,0.5804,10000
condition,noise(sigma=0.3),dae_lam0_seed1,e,r_A,False,0.5576,0.5426,0.5725,0.8301,0.8200,0.8399,0.5651,0.5499,0.5804,10000
condition,noise(sigma=0.3),dae_lam0_seed1,e,div,False,0.5079,0.4936,0.5238,0.7348,0.7244,0.7461,0.5052,0.4907,0.5214,10000
condition,noise(sigma=0.3),dae_lam0_seed1,e,g_lin,False,0.6358,0.6225,0.6493,0.8459,0.8371,0.8550,0.6342,0.6210,0.6478,10000
condition,noise(sigma=0.3),dae_lam0_seed1,e,sure,False,0.6386,0.6256,0.6519,0.8615,0.8529,0.8700,0.6438,0.6309,0.6571,10000
condition,noise(sigma=0.3),dae_lam0_seed2,e,b,False,0.0600,0.0426,0.0786,0.5156,0.5029,0.5285,,,,10000
condition,noise(sigma=0.3),dae_lam0_seed2,e,g,False,0.6995,0.6885,0.7105,0.8390,0.8304,0.8474,0.7025,0.6914,0.7133,10000
condition,noise(sigma=0.3),dae_lam0_seed2,e,d,False,0.5863,0.5724,0.6004,0.8429,0.8339,0.8523,0.5916,0.5779,0.6058,10000
condition,noise(sigma=0.3),dae_lam0_seed2,e,r_A,False,0.5863,0.5724,0.6004,0.8429,0.8339,0.8523,0.5916,0.5779,0.6058,10000
condition,noise(sigma=0.3),dae_lam0_seed2,e,div,False,0.4523,0.4361,0.4689,0.7094,0.6985,0.7204,0.4498,0.4334,0.4664,10000
condition,noise(sigma=0.3),dae_lam0_seed2,e,g_lin,False,0.6833,0.6715,0.6949,0.8527,0.8446,0.8611,0.6831,0.6712,0.6947,10000
condition,noise(sigma=0.3),dae_lam0_seed2,e,sure,False,0.6535,0.6412,0.6659,0.8699,0.8619,0.8780,0.6573,0.6444,0.6695,10000
condition,noise(sigma=0.3),dae_lam1_seed0,e,b,False,0.5035,0.4872,0.5203,0.8710,0.8613,0.8807,,,,10000
condition,noise(sigma=0.3),dae_lam1_seed0,e,g,False,0.2685,0.2508,0.2868,0.6445,0.6333,0.6557,0.2316,0.2123,0.2506,10000
condition,noise(sigma=0.3),dae_lam1_seed0,e,d,False,0.9583,0.9562,0.9604,0.9909,0.9896,0.9921,0.9441,0.9413,0.9466,10000
condition,noise(sigma=0.3),dae_lam1_seed0,e,r_A,False,0.9583,0.9562,0.9604,0.9909,0.9896,0.9921,0.9441,0.9413,0.9466,10000
condition,noise(sigma=0.3),dae_lam1_seed0,e,div,False,-0.0115,-0.0324,0.0075,0.4994,0.4863,0.5113,-0.0288,-0.0476,-0.0106,10000
condition,noise(sigma=0.3),dae_lam1_seed0,e,g_lin,False,0.1864,0.1684,0.2042,0.6038,0.5909,0.6168,0.1668,0.1470,0.1854,10000
condition,noise(sigma=0.3),dae_lam1_seed0,e,sure,False,0.9549,0.9526,0.9572,0.9906,0.9893,0.9920,0.9392,0.9363,0.9420,10000
condition,noise(sigma=0.3),dae_lam1w5_seed0,e,b,False,0.0870,0.0700,0.1056,0.5312,0.5193,0.5434,,,,10000
condition,noise(sigma=0.3),dae_lam1w5_seed0,e,g,False,0.5923,0.5791,0.6061,0.8095,0.7999,0.8189,0.5882,0.5748,0.6021,10000
condition,noise(sigma=0.3),dae_lam1w5_seed0,e,d,False,0.6284,0.6153,0.6419,0.8605,0.8521,0.8690,0.6340,0.6211,0.6476,10000
condition,noise(sigma=0.3),dae_lam1w5_seed0,e,r_A,False,0.6284,0.6153,0.6419,0.8605,0.8521,0.8690,0.6340,0.6211,0.6476,10000
condition,noise(sigma=0.3),dae_lam1w5_seed0,e,div,False,0.3759,0.3600,0.3933,0.6720,0.6602,0.6847,0.3687,0.3526,0.3867,10000
condition,noise(sigma=0.3),dae_lam1w5_seed0,e,g_lin,False,0.6627,0.6500,0.6748,0.8475,0.8385,0.8562,0.6846,0.6731,0.6959,10000
condition,noise(sigma=0.3),dae_lam1w5_seed0,e,sure,False,0.6824,0.6712,0.6943,0.8808,0.8732,0.8884,0.6854,0.6741,0.6974,10000
condition,noise(sigma=0.3),dae_lam1w5_seed1,e,b,False,0.1062,0.0884,0.1257,0.5372,0.5249,0.5497,,,,10000
condition,noise(sigma=0.3),dae_lam1w5_seed1,e,g,False,0.5856,0.5719,0.5997,0.8054,0.7949,0.8154,0.5815,0.5668,0.5964,10000
condition,noise(sigma=0.3),dae_lam1w5_seed1,e,d,False,0.6410,0.6285,0.6543,0.8642,0.8560,0.8730,0.6470,0.6346,0.6604,10000
condition,noise(sigma=0.3),dae_lam1w5_seed1,e,r_A,False,0.6410,0.6285,0.6543,0.8642,0.8560,0.8730,0.6470,0.6346,0.6604,10000
condition,noise(sigma=0.3),dae_lam1w5_seed1,e,div,False,0.3455,0.3291,0.3636,0.6560,0.6450,0.6676,0.3327,0.3160,0.3507,10000
condition,noise(sigma=0.3),dae_lam1w5_seed1,e,g_lin,False,0.1953,0.1749,0.2163,0.6542,0.6419,0.6655,0.1964,0.1764,0.2174,10000
condition,noise(sigma=0.3),dae_lam1w5_seed1,e,sure,False,0.6917,0.6805,0.7031,0.8824,0.8749,0.8901,0.6938,0.6827,0.7049,10000
condition,noise(sigma=0.3),dae_lam1w5_seed2,e,b,False,0.0794,0.0618,0.0988,0.5279,0.5168,0.5415,,,,10000
condition,noise(sigma=0.3),dae_lam1w5_seed2,e,g,False,0.5758,0.5612,0.5903,0.8166,0.8071,0.8267,0.5744,0.5595,0.5890,10000
