signal,setting,coverage,width,q_hat,group,n,model,model_group
dis,normalized/condition,1.0000,0.1718,,noise(sigma=0.1),5000.0000,dae_lam1w5_inner_seed2,dae_lam1w5_inner
dis,normalized/condition,1.0000,0.1730,,noise(sigma=0.2),5000.0000,dae_lam1w5_inner_seed2,dae_lam1w5_inner
dis,normalized/condition,1.0000,0.1783,,noise(sigma=0.3),5000.0000,dae_lam1w5_inner_seed2,dae_lam1w5_inner
dis,normalized/condition,1.0000,0.2043,,noise(sigma=0.5),5000.0000,dae_lam1w5_inner_seed2,dae_lam1w5_inner
dis,normalized/condition,1.0000,0.1718,,blur(std=0.5),5000.0000,dae_lam1w5_inner_seed2,dae_lam1w5_inner
dis,normalized/condition,0.9998,0.1805,,blur(std=1),5000.0000,dae_lam1w5_inner_seed2,dae_lam1w5_inner
dis,normalized/condition,1.0000,0.1960,,blur(std=1.5),5000.0000,dae_lam1w5_inner_seed2,dae_lam1w5_inner
dis,normalized/condition,1.0000,0.2083,,blur(std=2),5000.0000,dae_lam1w5_inner_seed2,dae_lam1w5_inner
dis,normalized/condition,0.9992,0.1846,,pixel_mask(drop=0.25),5000.0000,dae_lam1w5_inner_seed2,dae_lam1w5_inner
dis,normalized/condition,0.6750,0.1851,,pixel_mask(drop=0.5),5000.0000,dae_lam1w5_inner_seed2,dae_lam1w5_inner
dis,normalized/condition,0.1242,0.1655,,pixel_mask(drop=0.75),5000.0000,dae_lam1w5_inner_seed2,dae_lam1w5_inner
dis,normalized/condition,0.9998,0.2019,,box_mask(size=8),5000.0000,dae_lam1w5_inner_seed2,dae_lam1w5_inner
dis,normalized/condition,0.9120,0.2227,,box_mask(size=14),5000.0000,dae_lam1w5_inner_seed2,dae_lam1w5_inner
dis,normalized/family,1.0000,0.1819,,noise,20000.0000,dae_lam1w5_inner_seed2,dae_lam1w5_inner
dis,normalized/family,1.0000,0.1891,,blur,20000.0000,dae_lam1w5_inner_seed2,dae_lam1w5_inner
dis,normalized/family,0.5995,0.1784,,pixel_mask,15000.0000,dae_lam1w5_inner_seed2,dae_lam1w5_inner
dis,normalized/family,0.9559,0.2123,,box_mask,10000.0000,dae_lam1w5_inner_seed2,dae_lam1w5_inner
g2,normalized,0.9007,0.1743,1.8069,,,dae_lam1w5_inner_seed2,dae_lam1w5_inner
g2,normalized/condition,0.9976,0.1604,,noise(sigma=0.1),5000.0000,dae_lam1w5_inner_seed2,dae_lam1w5_inner
g2,normalized/condition,0.9978,0.1619,,noise(sigma=0.2),5000.0000,dae_lam1w5_inner_seed2,dae_lam1w5_inner
g2,normalized/condition,0.9978,0.1647,,noise(sigma=0.3),5000.0000,dae_lam1w5_inner_seed2,dae_lam1w5_inner
g2,normalized/condition,0.9980,0.1768,,noise(sigma=0.5),5000.0000,dae_lam1w5_inner_seed2,dae_lam1w5_inner
g2,normalized/condition,0.9976,0.1597,,blur(std=0.5),5000.0000,dae_lam1w5_inner_seed2,dae_lam1w5_inner
g2,normalized/condition,0.9968,0.1612,,blur(std=1),5000.0000,dae_lam1w5_inner_seed2,dae_lam1w5_inner
g2,normalized/condition,0.9936,0.1646,,blur(std=1.5),5000.0000,dae_lam1w5_inner_seed2,dae_lam1w5_inner
g2,normalized/condition,0.9742,0.1683,,blur(std=2),5000.0000,dae_lam1w5_inner_seed2,dae_lam1w5_inner
g2,normalized/condition,0.9584,0.1638,,pixel_mask(drop=0.25),5000.0000,dae_lam1w5_inner_seed2,dae_lam1w5_inner
g2,normalized/condition,0.6074,0.1785,,pixel_mask(drop=0.5),5000.0000,dae_lam1w5_inner_seed2,dae_lam1w5_inner
g2,normalized/condition,0.2374,0.1664,,pixel_mask(drop=0.75),5000.0000,dae_lam1w5_inner_seed2,dae_lam1w5_inner
g2,normalized/condition,0.9994,0.2020,,box_mask(size=8),5000.0000,dae_lam1w5_inner_seed2,dae_lam1w5_inner
g2,normalized/condition,0.9534,0.2380,,box_mask(size=14),5000.0000,dae_lam1w5_inner_seed2,dae_lam1w5_inner
g2,normalized/family,0.9978,0.1659,,noise,20000.0000,dae_lam1w5_inner_seed2,dae_lam1w5_inner
g2,normalized/family,0.9906,0.1635,,blur,20000.0000,dae_lam1w5_inner_seed2,dae_lam1w5_inner
g2,normalized/family,0.6011,0.1696,,pixel_mask,15000.0000,dae_lam1w5_inner_seed2,dae_lam1w5_inner
g2,normalized/family,0.9764,0.2200,,box_mask,10000.0000,dae_lam1w5_inner_seed2,dae_lam1w5_inner
q,normalized,0.9023,0.1916,1.9796,,,dae_lam1w5_inner_seed2,dae_lam1w5_inner
q,normalized/condition,0.9992,0.1885,,noise(sigma=0.1),5000.0000,dae_lam1w5_inner_seed2,dae_lam1w5_inner
q,normalized/condition,0.9994,0.1894,,noise(sigma=0.2),5000.0000,dae_lam1w5_inner_seed2,dae_lam1w5_inner
q,normalized/condition,0.9994,0.1915,,noise(sigma=0.3),5000.0000,dae_lam1w5_inner_seed2,dae_lam1w5_inner
q,normalized/condition,0.9994,0.1967,,noise(sigma=0.5),5000.0000,dae_lam1w5_inner_seed2,dae_lam1w5_inner
