condition,model_group,signal,spearman,spearman_min,spearman_max,partial,partial_min,partial_max,auroc
blur(std=2),unet_lam0,q,0.1195,-0.0128,0.2202,-0.0603,-0.0857,-0.0416,0.5439
blur(std=2),unet_lam1,g2,,,,,,,0.5000
blur(std=2),unet_lam1,g3,,,,,,,0.5000
blur(std=2),unet_lam1w5,dis,0.7135,0.7086,0.7208,0.1502,0.1433,0.1628,0.8056
blur(std=2),unet_lam1w5,g2,0.7468,0.7295,0.7625,0.2337,0.1936,0.2573,0.8263
blur(std=2),unet_lam1w5,g3,0.7438,0.7222,0.7598,0.2312,0.1816,0.2563,0.8253
blur(std=2),unet_lam1w5,q,0.4340,0.3804,0.4631,0.1071,0.0844,0.1454,0.6626
pixel_mask(drop=0.25),unet_lam0,dis,0.9665,0.9663,0.9667,0.6956,0.6910,0.7007,0.9831
pixel_mask(drop=0.25),unet_lam0,g2,0.8953,0.8899,0.8987,0.5167,0.5157,0.5182,0.9479
pixel_mask(drop=0.25),unet_lam0,g3,0.7944,0.7826,0.8057,0.4612,0.4557,0.4711,0.8940
pixel_mask(drop=0.25),unet_lam0,q,-0.5005,-0.5278,-0.4478,0.0518,0.0374,0.0655,0.3116
pixel_mask(drop=0.25),unet_lam1,g2,,,,,,,0.5000
pixel_mask(drop=0.25),unet_lam1,g3,,,,,,,0.5000
pixel_mask(drop=0.25),unet_lam1w5,dis,0.9467,0.9453,0.9478,0.5958,0.5872,0.6047,0.9696
pixel_mask(drop=0.25),unet_lam1w5,g2,0.6678,0.6330,0.7069,0.2188,0.1727,0.2539,0.8705
pixel_mask(drop=0.25),unet_lam1w5,g3,0.7025,0.6864,0.7253,0.2930,0.2541,0.3216,0.8828
pixel_mask(drop=0.25),unet_lam1w5,q,-0.2551,-0.3817,-0.1742,0.1124,0.0922,0.1248,0.3145
pixel_mask(drop=0.5),unet_lam0,dis,0.9718,0.9716,0.9721,0.4735,0.4682,0.4807,0.9875
pixel_mask(drop=0.5),unet_lam0,g2,0.9096,0.9031,0.9131,0.2468,0.2388,0.2585,0.9599
pixel_mask(drop=0.5),unet_lam0,g3,0.8619,0.8486,0.8714,0.2140,0.2023,0.2238,0.9323
pixel_mask(drop=0.5),unet_lam0,q,-0.2247,-0.2520,-0.1735,-0.0145,-0.0240,-0.0071,0.4716
pixel_mask(drop=0.5),unet_lam1,g2,,,,,,,0.5000
pixel_mask(drop=0.5),unet_lam1,g3,,,,,,,0.5000
pixel_mask(drop=0.5),unet_lam1w5,dis,0.9486,0.9484,0.9487,0.3327,0.3302,0.3361,0.9754
pixel_mask(drop=0.5),unet_lam1w5,g2,0.7307,0.6983,0.7511,0.0838,0.0598,0.1011,0.9084
pixel_mask(drop=0.5),unet_lam1w5,g3,0.7757,0.7509,0.7957,0.1231,0.0875,0.1466,0.9254
pixel_mask(drop=0.5),unet_lam1w5,q,-0.3416,-0.4075,-0.2976,0.0293,0.0107,0.0404,0.2675
pixel_mask(drop=0.75),unet_lam0,dis,0.9603,0.9598,0.9610,0.3040,0.2970,0.3128,0.9797
pixel_mask(drop=0.75),unet_lam0,g2,0.8890,0.8795,0.8938,0.0879,0.0640,0.1046,0.9433
pixel_mask(drop=0.75),unet_lam0,g3,0.8382,0.8337,0.8471,0.0411,0.0142,0.0605,0.9137
pixel_mask(drop=0.75),unet_lam0,q,-0.3701,-0.4069,-0.3114,-0.1129,-0.1266,-0.0987,0.3395
pixel_mask(drop=0.75),unet_lam1,g2,,,,,,,0.5000
pixel_mask(drop=0.75),unet_lam1,g3,,,,,,,0.5000
pixel_mask(drop=0.75),unet_lam1w5,dis,0.9541,0.9532,0.9548,0.2754,0.2628,0.2885,0.9773
pixel_mask(drop=0.75),unet_lam1w5,g2,0.7267,0.7175,0.7447,0.1313,0.1084,0.1520,0.8842
pixel_mask(drop=0.75),unet_lam1w5,g3,0.7651,0.7542,0.7755,0.1259,0.1086,0.1367,0.8986
pixel_mask(drop=0.75),unet_lam1w5,q,0.0706,0.0414,0.1282,-0.0113,-0.0230,0.0019,0.4845
box_mask(size=8),unet_lam0,dis,0.4647,0.4617,0.4705,0.4116,0.4078,0.4188,0.6975
box_mask(size=8),unet_lam0,g2,0.2376,0.2293,0.2420,0.2808,0.2777,0.2856,0.5628
box_mask(size=8),unet_lam0,g3,0.2179,0.2055,0.2254,0.2772,0.2701,0.2846,0.5457
box_mask(size=8),unet_lam0,q,-0.1475,-0.1565,-0.1371,-0.0209,-0.0378,-0.0038,0.3801
box_mask(size=8),unet_lam1,g2,,,,,,,0.5000
box_mask(size=8),unet_lam1,g3,,,,,,,0.5000
box_mask(size=8),unet_lam1w5,dis,0.4330,0.4253,0.4371,0.3263,0.3161,0.3314,0.7024
box_mask(size=8),unet_lam1w5,g2,0.3682,0.3545,0.3757,0.2520,0.2457,0.2618,0.6734
box_mask(size=8),unet_lam1w5,g3,0.3160,0.2946,0.3271,0.2358,0.2279,0.2462,0.6354
box_mask(size=8),unet_lam1w5,q,-0.1574,-0.1790,-0.1402,-0.0126,-0.0270,0.0012,0.3650
box_mask(size=14),unet_lam0,dis,0.3218,0.3203,0.3242,-0.0062,-0.0082,-0.0027,0.6635
box_mask(size=14),unet_lam0,g2,0.0645,0.0516,0.0710,-0.0941,-0.0984,-0.0902,0.5393
box_mask(size=14),unet_lam0,g3,0.0354,0.0285,0.0392,-0.0987,-0.1052,-0.0916,0.5189
box_mask(size=14),unet_lam0,q,-0.1725,-0.1795,-0.1686,-0.0392,-0.0517,-0.0313,0.4108
box_mask(size=14),unet_lam1,g2,,,,,,,0.5000
box_mask(size=14),unet_lam1,g3,,,,,,,0.5000
box_mask(size=14),unet_lam1w5,dis,0.3191,0.3156,0.3208,-0.0369,-0.0419,-0.0340,0.6760
box_mask(size=14),unet_lam1w5,g2,0.2737,0.2465,0.2983,-0.0385,-0.0554,-0.0249,0.6673
box_mask(size=14),unet_lam1w5,g3,0.2136,0.1857,0.2366,-0.0730,-0.0871,-0.0626,0.6277
box_mask(size=14),unet_lam1w5,q,-0.2148,-0.2392,-0.1963,-0.1189,-0.1354,-0.1101,0.3678
